num_layers,model_state,CET,AJG,FNWD,CFFN,RY,FDBC,VABK,FCF,PFC,BUSE
7,optimal,64.89878845214844,79.17283630371094,68.79790496826172,36.64646911621094,82.78238677978516,61.89288330078125,62.19466018676758,31.77411460876465,47.90242004394531,64.31944274902344
