num_layers,model_state,CET,AJG,FNWD,CFFN,RY,FDBC,VABK,FCF,PFC,BUSE
9,optimal,76.60411834716797,86.41197967529297,79.34197235107422,54.54585647583008,89.2879638671875,74.97703552246094,74.91603088378906,45.4118766784668,58.203590393066406,76.57490539550781
