sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7
0,0.5035498207228563,0.8413745090532648,0.8824951660482743,0.9995005450500177,0.9991247781932332,0.9993078315027921,0.23361934745123883
1,0.34155514365687273,0.8071888299700632,0.8918923491685323,0.999515638108807,0.9991024051473927,0.9993430534451396,0.23573298832884662
2,0.3584527032979401,0.7966451340059737,0.8935893621051196,0.9994534627504633,0.9991306665834252,0.9992558603929188,0.23167795783128875
3,0.4062513837538491,0.7899197164036117,0.8958648937435342,0.9994360426318526,0.9991219625746623,0.9992930464820164,0.23326549946349504
4,0.4436021468039828,0.8262470423314592,0.8853435082741573,0.9994432545121695,0.9991282702443064,0.9992888257767201,0.23269087612002962
5,0.25179085568721177,0.8581157420746653,0.8725263322542476,0.9995113993963194,0.999117767082779,0.9993314826702476,0.2344086162379933
6,0.5976618519673608,0.8735410883748922,0.8535763115929046,0.9995268310963059,0.9991246285321542,0.9992943406611189,0.2331966698158855
7,0.8317005419556806,0.865791891106715,0.8505926450498947,0.9995119529092521,0.9991462367930101,0.9992602431077299,0.23177905835552423
8,0.8915007448478056,0.8503278347049555,0.8653133893741753,0.9995099648491066,0.9991499247903942,0.9992662957870134,0.2321616100946553
9,0.9379402401937526,0.8380373521288434,0.8749927565259603,0.9994919878149717,0.9991421161551557,0.9992677216796676,0.23193046143129037
10,0.8966701202288104,0.8575087988239742,0.8632217436105627,0.9995088601474158,0.9991225702659638,0.9993407048175239,0.23461487807118325
11,0.8564483814902077,0.8855620761865106,0.8256683970265462,0.9995475469184266,0.9991444236658534,0.999341083116351,0.2339687452183631
12,0.782367725233068,0.8977685320402329,0.815329712227585,0.9995777881723351,0.9991492928402588,0.9993334017451937,0.23355443925854522
13,0.8659004019387616,0.8929447778996833,0.8286608183068678,0.9995728800714161,0.9991438996726366,0.9993198109191713,0.23294199347933284
14,0.954471461632588,0.8694071166373037,0.8494494806879298,0.9995463774333877,0.9991329711476017,0.9993509679321169,0.23466359588640578
15,0.9200304785422869,0.8416608469834136,0.8644469921527946,0.9995202532044934,0.999140664770472,0.9993303216427426,0.23361671614900167
16,0.8868148165718619,0.8402865278505082,0.8592823308183005,0.9994968997917307,0.9991344691513583,0.9993318496863551,0.23346485881129436
17,0.8507302874033212,0.8629190580360759,0.8433786735176242,0.9995431577459841,0.9991205087480213,0.9993933794934672,0.23624444047805723
18,0.8647310085601804,0.877296714267716,0.840947782973583,0.9995628721477069,0.9991293614118838,0.9993964145216523,0.23609805945751378
19,0.7972790868422066,0.8825366775364656,0.839589089060227,0.9995647640626708,0.9991403419616552,0.9993832213586364,0.23479507200346367
20,0.8007533626306998,0.8859092757169769,0.8217474632448794,0.9995896393789477,0.9991338559884316,0.9994153035837052,0.2374559253152657
21,0.9484944546512776,0.895221247303598,0.8306169721773248,0.9995790216447193,0.9991566079420571,0.9993696562208918,0.23356866615350919
22,0.900551737942526,0.8894360603095754,0.8236587236031744,0.9995872244231602,0.9991432229370818,0.999392220018484,0.23512831756865563
23,0.9138229230385236,0.8946749669413746,0.7951987213529353,0.9995665872895748,0.9991502252659485,0.9993649672165535,0.23325266712048484
24,0.8802762356265036,0.9025861872342585,0.7806878974423226,0.999606449212221,0.9991540583016097,0.99939470569102,0.23460607286141755
25,0.3828976920373773,0.8841879903512272,0.8394278141279908,0.9996001934054458,0.9991512483592719,0.9993799159786072,0.23358815659348445
26,0.0648827188489243,0.8541685796972094,0.8523030942305455,0.9995526706971543,0.9991437697714319,0.9993615787227584,0.23315101915059055
27,0.11327179396298803,0.8647126397541072,0.8561501605738603,0.9995151848117562,0.9991463830763043,0.9993622293355462,0.23312133634546497
28,0.5695710710370923,0.8725723551109844,0.8626234541666049,0.9995484366787212,0.999141445837493,0.9994221779277218,0.2366603142819592
29,0.7617943036847509,0.8686281015669275,0.8573197407963177,0.9995546957296323,0.9991511901756448,0.9993880688076631,0.23417340332840084
30,0.30932238984236343,0.8787632353062413,0.83297764085978,0.9995573127010456,0.9991437705530197,0.9994117492833581,0.23649102682368295
31,0.4784154161856451,0.8961969338892725,0.8233420390078608,0.9995307886243395,0.99916968992527,0.9993364519735858,0.23177837297089873
32,0.6215304678688518,0.8790112477676743,0.8462130962068991,0.9995572372832913,0.9991464931113908,0.9993979832545129,0.2345653545310334
33,0.45719635806696357,0.8644186991669609,0.8448595988755223,0.9995805613069392,0.9991265313482043,0.9994328032841274,0.23801162936964973
34,0.5849199379542177,0.855687199513931,0.8488749056200927,0.999545716693724,0.9991373517784391,0.9994021899861733,0.23567491005579894
35,0.5156093102633295,0.8584793544476103,0.8535696702451736,0.9995158137494888,0.9991334398966384,0.9994066567074325,0.23535834195563604
36,0.2678071662623648,0.8860290393175151,0.8383730269009001,0.9995672199815062,0.9991196525065698,0.9994535849672639,0.23907847052984435
37,0.16069054208097253,0.89042971163411,0.8410570833604654,0.9995827271220501,0.9991328071482329,0.9994545330864062,0.238602986204556
38,0.3898719371715251,0.8871150744653041,0.8363691063308083,0.9995510138645933,0.999151930405613,0.9993931294609826,0.2338623292433635
39,0.638549050486087,0.8709970318270461,0.8467532591952572,0.9995437434174669,0.9991346496712722,0.9994315850780524,0.23712498758125902
40,0.8645589372593151,0.8831185949803941,0.8259227023988543,0.9995449934969727,0.9991375989000282,0.9994197877463018,0.2362426268350243
41,0.7875716331725711,0.8979757995677481,0.7917664169401825,0.9995807827559104,0.99912816448042,0.9994498779244154,0.2381062698041501
42,0.44818103979629415,0.9106304254049231,0.795547189867674,0.9996328772215779,0.9991175759002475,0.9994609682111135,0.238817444274071
43,0.3170717071666923,0.89111831490436,0.8292629570933547,0.9996159066214878,0.9991172062131819,0.9994512694986525,0.23840417799164454
44,0.13290210277298872,0.8856539402646677,0.8283499773664619,0.9995735330317492,0.9991289673315764,0.9994267593052527,0.2363238866816874
45,0.46757157533179866,0.8695689461674359,0.8621110582066591,0.9995478084984486,0.9991325285238346,0.9994168986785534,0.2355288098068823
46,0.7746774946402397,0.8619173922329992,0.8617796079755204,0.9995815307017923,0.9991178267374888,0.9994462661250316,0.23874667456822615
47,0.9216940825792558,0.8539894813518285,0.8690548388992451,0.9995490362655637,0.9991160373120377,0.9994403565071988,0.23911828476597446
48,0.8549329710231062,0.8587758635614475,0.8697667359411531,0.9995163079945061,0.9991540985452094,0.9993532514630687,0.23334211468584437
49,0.9138876464646571,0.8438907023007757,0.8781495496785565,0.9995052245973097,0.9991373733214068,0.9993951469130823,0.23544548902148504
50,0.8507359047310264,0.8703665450413949,0.8625986697384789,0.9995098164024118,0.9991412604273783,0.9993774537125405,0.2347401002695139
51,0.6850186499802763,0.8625991827494633,0.87110127958835,0.9995352918375137,0.9991374008015814,0.9994016693695493,0.23604145474699587
52,0.253829505367423,0.8664476752486486,0.8538102375989008,0.9995663777520261,0.9991271553293012,0.999402681879599,0.2372677586232887
53,0.1945494761002157,0.8700033922361436,0.8400761492883579,0.9995372440361601,0.9991299629464422,0.9993852654765406,0.2357848231127858
54,0.8997044493656016,0.8914039156086931,0.8089134005043459,0.9995583907308592,0.9991354704627554,0.9993701897164553,0.23471131725428676
55,0.7972051677367117,0.8807904931495885,0.8390899143671876,0.9995729297980104,0.9991326616877249,0.999385776141484,0.2354825369306436
56,0.09733761301699573,0.8493325053279362,0.8598276831479538,0.9995556447001832,0.9991338906832681,0.9993534316159955,0.23387828187382537
57,0.146689807532884,0.8266368054895529,0.8746125072676617,0.9995332860189142,0.9991098561108348,0.9994075705035745,0.2377048975266761
58,0.4913785768990799,0.8433123990314483,0.8782357496329062,0.9995071157315887,0.9991135710373797,0.9994019770924891,0.23686351710543807
59,0.7913350270999727,0.8406975885913403,0.8797967692438992,0.999526484559913,0.9991305514575811,0.999393968448894,0.23618187604276444
60,0.8509106402195328,0.8440799303642467,0.873089054860363,0.9995294276139951,0.9991397565224818,0.9993768294330755,0.23553713147825825
61,0.6301208061548116,0.8498269796982731,0.8684234942272578,0.999487512962202,0.9991739330389322,0.99927660262672,0.23078660590484149
62,0.21797191770276714,0.8004342784772933,0.8781974495075742,0.9994928663062952,0.9991440132014656,0.9993264736783521,0.23344357491122644
63,0.15292838908061143,0.8314266155075672,0.8709825727762367,0.999529736715745,0.9991299172144266,0.9993926713868998,0.2364017715635443
64,0.19502897091017468,0.8706990242566276,0.8579939706630374,0.999583321777291,0.9991349800227864,0.999386511113209,0.2367321771719478
65,0.15648851959849108,0.8897929992140029,0.8500156288058462,0.9995877641469547,0.9991429152224937,0.9993420636561651,0.23387304167583112
66,0.0625237791571625,0.8804716629047967,0.8447876630544436,0.9996136199101535,0.9991459230221955,0.9993361652005882,0.23481601718580833
67,0.2623176840521823,0.8631120862959911,0.8594501071481623,0.9995613049670729,0.9991735207390886,0.9993104603979811,0.2331019142856647
68,0.737214572275314,0.87359758526368,0.8585738528270228,0.9995337679140623,0.9992167109160338,0.9991459896329823,0.22428355163340755
69,0.8871496540794296,0.8165658867720093,0.889937839656142,0.9994763750716128,0.9991345259389645,0.9993357711576238,0.23434427881062792
70,0.8282596694364324,0.8027228693825245,0.893658798553036,0.9994663284823146,0.999129278220348,0.9993455337061463,0.23491308060562835
