sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7
0,0.8906742499893765,0.9196425323235237,0.7792318214695249,0.9994917025410223,0.9990842190119343,0.9995754638418114,0.23904826811587676
1,0.7878183190353755,0.8985079117170295,0.706782041946778,0.9995433207278325,0.9990905704497104,0.99957497875793,0.2405372544251964
2,0.8180917420852936,0.9178837882248657,0.6966372307861597,0.9996211892230777,0.9991113892839563,0.9995494025695437,0.23989629989056677
3,0.7929520792545828,0.9283819582862854,0.7139725143543109,0.9996239156097033,0.9991360084832283,0.9994952195417488,0.23415253327746374
4,0.6588885667614104,0.9140563613691445,0.776758845392898,0.9995480845043279,0.9991030907066657,0.9995217602763828,0.2375245752886917
5,0.6510239223500938,0.9122303766080946,0.7818605616196769,0.9995264317632024,0.9991193032796425,0.9994980798363775,0.23498564447217252
6,0.8929029445634239,0.9107489343576801,0.7839404874473717,0.9995347012689461,0.9991204314685678,0.9995001712590301,0.2351724004364075
7,0.9291844921876147,0.913445451677173,0.783945979966015,0.999572098105851,0.9991179467525007,0.9995271530748076,0.2375773456401212
8,0.8467961134435128,0.9109943730826717,0.7982572872618643,0.9995593382333855,0.9991113304424383,0.9995278586237614,0.23786127084351555
9,0.508934995302214,0.9111714112171998,0.7804743905279413,0.9995626934663743,0.9990883293356945,0.9995544691722248,0.241298833527949
10,0.279609447644588,0.9084696304617318,0.7316494282874065,0.9995873807873932,0.9991088461276985,0.9995338461898493,0.23911516794538445
11,0.08237436005219083,0.9174510486100687,0.7257262587586977,0.9996219288945887,0.9991166983423052,0.9995249371125375,0.2385182900958411
12,0.09452620990192309,0.9152269680174943,0.7445380005411253,0.9995986957451122,0.9991158450030525,0.9995020580072932,0.23681069634843374
13,0.22375473241307828,0.9131739496623725,0.778593924268335,0.9995638564586015,0.9991166558601446,0.9995028205217749,0.23640619467198523
14,0.23262148938036384,0.904948366600337,0.8022258638533198,0.9995402517554023,0.9991063707973435,0.9995175225593065,0.23756853094074915
15,0.47615082497601335,0.907704221540483,0.7925395845107477,0.9995560412773299,0.9991029049319716,0.999530739714412,0.23920812648430476
16,0.25425909417725806,0.9031879205554965,0.7484149782735003,0.9995734308883312,0.9991034623736279,0.9995368147413448,0.2395019007443818
17,0.6452293854545237,0.9152377498437,0.7459549252638371,0.9995913943421677,0.9991040347533282,0.9995398950602523,0.23943586895776311
18,0.8057835512317305,0.9108059266513426,0.735005259244792,0.9995954494135233,0.9990917047191502,0.9995482474117684,0.24081374817772344
19,0.935396991103295,0.9044365370767531,0.7184658618022002,0.9995775333401357,0.9991032325317918,0.9995306846160964,0.23828639564243775
20,0.9764796814146021,0.8807063095513965,0.6776920436841242,0.9995770504479151,0.9990964664568337,0.9995468150220931,0.23969971267215678
21,0.7758918658737491,0.9218852222610836,0.7278077910690235,0.9995835706733348,0.9991153028444095,0.9995202247692738,0.23633282451168736
22,0.37312761643925874,0.9204390925318691,0.7652849501306715,0.9995651616826806,0.9990877065420302,0.9995459143700038,0.2401594220351823
23,0.11093552338794162,0.9071390000781512,0.7769703545743485,0.9995084691965557,0.9991069711105071,0.9995141458793578,0.235379165698586
24,0.1513643409624951,0.9105547264495655,0.7618622192161846,0.999514896090324,0.999086912164292,0.99956544886305,0.24038510488615875
25,0.5390195973026715,0.9257379878622085,0.7751902950895897,0.9995520913855749,0.9991019168671235,0.9995471878577198,0.23841205372082813
26,0.6153058437126813,0.9201300295757796,0.7683441181115072,0.9995727568636349,0.9990958081558713,0.9995551105570483,0.24054898040989647
27,0.27276325028738185,0.9097653399696064,0.7701714848160489,0.9995330405042939,0.9990966420449656,0.9995462136768294,0.2392918086354333
28,0.20841348719308833,0.9106182102201704,0.7450107077762975,0.999540129399981,0.9991062412785426,0.9995380128590773,0.23801943720965107
29,0.1544194258869013,0.909024846202496,0.7257242285263253,0.9995741907785345,0.9991003293208471,0.999546405606316,0.23909818056099288
30,0.5531980079275612,0.8689061528153981,0.6524087537499933,0.9996069147171556,0.9991096970329583,0.9995407742929231,0.23820354206264738
31,0.8327306461390317,0.8743604667320433,0.6457993013353985,0.9996164463805557,0.9990943043349599,0.9995522179534793,0.24048397458507503
32,0.737773292631304,0.8983371757955388,0.6667829697688149,0.9996103838957824,0.9990990765734377,0.9995397091921828,0.23922405614422101
33,0.5983610226581575,0.9198445920133826,0.7224761684413208,0.9995713091595134,0.9991067823627715,0.9995319274903627,0.2371101810010196
34,0.42192269092285317,0.9154492715449717,0.780089046282028,0.9995139437708414,0.9990792299774786,0.999552187844457,0.23892938257796595
35,0.31581499910454053,0.9112116608133379,0.7902070019771272,0.9994934368224435,0.9990802029904087,0.9995580833610078,0.23913783382101253
36,0.8060510948394882,0.916108977276455,0.7807675109372961,0.999530840679632,0.9990842362514734,0.9995678867448397,0.24046305445338956
37,0.5362757245754826,0.9121351517713449,0.7399820592110546,0.999566238262854,0.9990902071176154,0.9995586020023689,0.24071159548920568
38,0.29193034804385376,0.8538932313666532,0.6381781347290689,0.9995981284391056,0.9991076383799878,0.9995396295366981,0.23833570859864311
39,0.6359174925985356,0.867976991046649,0.634903101286372,0.9996209874218147,0.999108482853478,0.9995434007923526,0.2387120101328927
40,0.836759855743229,0.8357784314254085,0.5987344215224611,0.9996261060246404,0.9991032607270386,0.9995376188095513,0.23899148091747774
41,0.9647173210672414,0.7974908086071352,0.5724100170906923,0.9996040920886389,0.9991073627819611,0.9995203132593936,0.23643728716991688
42,0.931583237454305,0.6845559238384867,0.5079088053342306,0.99961071727257,0.9991128547998691,0.9995312887480269,0.23668270987612997
43,0.7121810888654994,0.8166748679546665,0.5757967039698532,0.9996302180451926,0.9991038962305377,0.9995463363080646,0.23838747846485028
44,0.43317420042773225,0.9135473333029458,0.6444719721862449,0.9996029000046519,0.9990944079734112,0.9995417791781506,0.23844515846197545
45,0.34384323350319873,0.8682318782563617,0.6460508159773973,0.9995217690765797,0.9990761740454309,0.9995495157372333,0.2381241952875536
46,0.10903250186615428,0.8513858339115412,0.6120566917659066,0.9995624916766668,0.9990898797585742,0.9995613256893722,0.23987214001119905
47,0.33131523622550935,0.8987799447401618,0.6392743892640121,0.999596987504189,0.9991163333321071,0.9995224992288666,0.23542675977398447
48,0.4646702438299922,0.8968901280255895,0.6292902618155983,0.9996168921261408,0.999118705787411,0.999519123600534,0.236731652840896
49,0.34224086278072074,0.9156057374342633,0.6994660522749286,0.9995398530269429,0.9991114476672732,0.9995177272517306,0.2356042688515241
50,0.5048899615495338,0.9013258584000171,0.6968747142433988,0.9995226177528456,0.9991109731481633,0.9994815471738989,0.23151584022433352
51,0.828962119252449,0.908639001533163,0.6869780836171117,0.9995757470816025,0.9990913679974807,0.9995613448974731,0.23946553898408499
52,0.817313380172051,0.9131252835778839,0.6817820472310159,0.9996002524151042,0.9991068838569022,0.9995407959470661,0.2382117800031609
53,0.819372466908796,0.9225505598169862,0.7213124973733074,0.9995653726349227,0.9991151327988275,0.9995308739004571,0.23575844015061967
54,0.5595603259995351,0.9168659258958481,0.7399693080450774,0.9995236367023749,0.9990816891092746,0.9995650277692438,0.24026704949612152
55,0.34727682710662316,0.8874992829792046,0.6836576959975021,0.9995253538446804,0.9991119406708716,0.9995311916537163,0.23543092646206357
56,0.196261657732974,0.8938950997679633,0.6630219167044378,0.9995851769705612,0.9991041521847307,0.9995536786630609,0.2385959317425163
57,0.22764075412701465,0.9039783554649558,0.6689689623347634,0.9996087331002967,0.9991058455822136,0.9995357668731079,0.2385811714615002
58,0.2049602594100368,0.8860824793949464,0.6604080141175986,0.9995792704000807,0.9991205355170694,0.999515031659876,0.2350824931915882
59,0.16468408632421908,0.9221572728116126,0.7293298237327134,0.9995433966992952,0.9990957759591078,0.9995547632948449,0.23838214467382643
60,0.13561685572363696,0.8956473716989141,0.6885108852134832,0.9995520201198387,0.999086127882621,0.9995573508696364,0.23908086129243203
61,0.129190984063459,0.914209354375623,0.6984274055864689,0.9995860128775038,0.9990907161754146,0.9995585298988519,0.24045152457057378
62,0.09954969619150884,0.9248059950420898,0.7143925601119488,0.9995797654913363,0.9991129059426407,0.9995267723505149,0.23628438964027368
63,0.1346476514377678,0.9121151716387578,0.7256284739039955,0.9995364335632178,0.999091017529393,0.9995493718806177,0.23852314362792754
64,0.24325244987535258,0.8865681621044632,0.6770642284814649,0.9995580594740583,0.999094623305356,0.9995526945189426,0.23935563750216013
65,0.18092881171783576,0.9137155736661969,0.6961673517818331,0.999588010206048,0.9991184552663747,0.9995135847403027,0.23529126260184505
66,0.31263228536832066,0.9231074208183448,0.7040167216988964,0.9995967505633581,0.9991059178258698,0.999535761232117,0.23799730518404602
67,0.32321212956532014,0.9089960730934595,0.7167730087339728,0.9995441254898642,0.9991089236532323,0.9995216768419499,0.23672120510501285
