sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9
0,0.09017030481798666,0.9267082663081294,0.9773813493717592,0.9857723548179917,0.9789996450832518,0.9661443011176901,0.9970131562879176,0.9835877496924015,0.9938533689932674
1,0.32981008727656475,0.9308739751499074,0.9750843346406682,0.9981871136742629,0.9850350433904879,0.9923177024811186,0.9931742111682828,0.9860720047155566,0.7356761514200102
2,0.2721800196742199,0.9274323119474475,0.9828429186467269,0.9941865782853196,0.981571463277673,0.9870040267645863,0.9926162398109413,0.8998939205121392,0.9446530254522356
3,0.07114653418193878,0.9141401540742675,0.9832932749204918,0.9746600230861229,0.9386152532615829,0.9538336939113041,0.9578953347371285,0.9417149834901803,0.9906550998138253
4,0.8150829936951054,0.9069288241728569,0.9828912338236508,0.9895940839887116,0.9970653579043318,0.9747056339377845,0.9893245476412214,0.9901837215995182,0.9937720144641191
5,0.9009045590375405,0.9228680439276071,0.9859603132123324,0.9847094040082728,0.9457852080886932,0.9924365292190884,0.9556367471743815,0.9955152995574611,0.9868646307527082
6,0.3513121664037372,0.9137753038874946,0.9828417008437502,0.9842891727221198,0.9817216812102125,0.9939502703326392,0.9784529364231513,0.9925609442760741,0.9936942202031399
7,0.11483992423416417,0.9308901121310628,0.9746308093221305,0.9886392795065209,0.9704577351728433,0.9751849602526421,0.9915456809003389,0.9872021867303148,0.9906736505385907
8,0.30117223893404593,0.9186578880887795,0.979229136848293,0.9926029194292547,0.986860855646488,0.9804599097737258,0.9968656319091674,0.997140531294329,0.9923381634096888
9,0.6394069932464164,0.9292661316505906,0.977067168520401,0.9972003347274303,0.9845740174874568,0.9975382502696756,0.9778819151115099,0.9511795533760001,0.9858242173352992
10,0.7951924639728956,0.9233349758815989,0.9807169218708917,0.9885527916361795,0.9650203777813654,0.9912824918500815,0.9961812896171899,0.9795555776451731,0.9445441667779485
11,0.8496420337531059,0.8990273619261802,0.990571166536452,0.9805084831043136,0.9665851170769556,0.9888633330905405,0.9640228103556353,0.9855888734340961,0.9739018531751632
12,0.8274176051751394,0.9289551996897256,0.9799740064274564,0.9811566361158603,0.9795090618685157,0.9841183250003317,0.9961220146629799,0.9889861126537438,0.9805267887671572
13,0.794311752372702,0.9242497593159483,0.9814213342831088,0.9850098987519355,0.9954748519497715,0.994963618525117,0.966793889092131,0.9797253150797155,0.9979839554412365
14,0.7309581256471056,0.914175075742594,0.9870231316470321,0.9956519830545655,0.9793077836377414,0.9854503717047615,0.990615000862973,0.9784872705502723,0.9859298945937919
15,0.5592355032254694,0.9165826050286842,0.9789375648379017,0.9817672003021773,0.9810724571315665,0.9632721554435298,0.9846665836512346,0.9801905610655398,0.979109512905944
16,0.7289926468201227,0.9194896460912902,0.9803822104422084,0.9855920159344359,0.9833468636290871,0.9957863617633697,0.9889140661814948,0.9402477905849179,0.9313505958887498
17,0.873615736848828,0.9218194891426819,0.9776751158224546,0.983253746870249,0.963153286066536,0.9980010420484815,0.9980713800435602,0.9979579373200076,0.9968421857509493
18,0.9156411847457442,0.9166369081330151,0.9792639967422923,0.998139040519075,0.990802647453795,0.9706613520723844,0.9956493326472228,0.9973525672453686,0.9638799668739549
19,0.9375099390595236,0.928990583956163,0.9790737991517733,0.9805749898233675,0.9808085926314076,0.9747805966674212,0.9975449002777542,0.9985722674980739,0.8905050418067196
20,0.9524361825669626,0.9218088375228605,0.9836763439698117,0.9956840599981984,0.9922617271189912,0.9883288209256768,0.9606201569741053,0.9868522701604602,0.9840414525589526
21,0.9417134647763434,0.9312535002586713,0.9761904292832365,0.9975949994922566,0.9810740732998907,0.9735670316895548,0.9972324136261335,0.997261748753172,0.9951704112822046
22,0.5114367564187109,0.9285544604465433,0.9796140755606627,0.9987416538192163,0.989255537646076,0.9643915428942927,0.9853009748022457,0.9941991018191467,0.998428024769014
23,0.13119797794480612,0.9292775521850617,0.976958377567859,0.9986346217266694,0.9837963594548218,0.984379850773044,0.9762715163584521,0.9985203113276562,0.9937522063880403
24,0.5328180154531703,0.9227106775680984,0.980056850334351,0.9870387353030563,0.985739648328867,0.9814419617830551,0.9855479127267184,0.9818684561546714,0.9688947926709254
25,0.7718439634571019,0.9137862888434214,0.9818189072970845,0.9797214145975937,0.9938638845296041,0.9648963104540951,0.9836027413648453,0.9937348079028194,0.9859464632876611
