sample_idx,Layer_1,Layer_2,Layer_3
0,0.6423897243577904,0.9294716334118457,0.5875240311026361
1,0.45348187807894164,0.9289186513408361,0.575387309232287
2,0.08992556970295222,0.9296337512283382,0.5763693956047619
3,0.5653933496713793,0.9320565494072497,0.5705130524754509
4,0.6400595793889441,0.9306902488777248,0.5833285998145598
5,0.724386431176671,0.9350840351187469,0.5785260433181597
6,0.7187509341226284,0.9317452019007393,0.5767196727922773
7,0.45815258404126696,0.9317513881323098,0.5748127387778338
8,0.2227556586987302,0.9269083435285791,0.5722844427382868
9,0.8395130338232407,0.9283090863250186,0.5676512154396126
10,0.8947683184301239,0.9255430725822866,0.5693583056233448
11,0.9446250479142763,0.927926187500375,0.5669040825446905
12,0.694997464567249,0.9271388113596265,0.5706504592132213
13,0.2122598942008309,0.9300059680165772,0.5747148430732923
14,0.16266385017068255,0.9314898313100494,0.5773532740773504
15,0.581092026338079,0.933691682411635,0.572723792105883
16,0.5422649398196131,0.9289011627042862,0.5791672703122378
17,0.3981594394234991,0.9313613732429145,0.5759810814583702
18,0.22677721796952108,0.9289192719885375,0.5734243833346301
19,0.3057876071070007,0.9303152599078788,0.567653685017245
20,0.5321313965384933,0.9265473640869822,0.5648259261001964
21,0.8150506715591694,0.9250834241889583,0.5629541963449568
22,0.8979253679649312,0.924707534020202,0.5617834602666691
23,0.966876267253523,0.9260387229374938,0.5605370766416741
24,0.6966134728530068,0.9288698730265815,0.5766712010825076
25,0.34488182485314717,0.9322385663864583,0.5769705577622318
26,0.2833018883566613,0.9316000571440051,0.5714201481390383
27,0.1788081214487261,0.932346759694104,0.5621778596731016
28,0.18107239487313176,0.9268925632341591,0.5757462744839134
29,0.47214769032856124,0.9308532954718902,0.5834310693683239
30,0.4735513095666785,0.9300395291942922,0.571836005386096
31,0.08203168714721568,0.9328445449344638,0.574845959933933
32,0.3757459278409831,0.9291597437711933,0.5762606050080303
33,0.1976614892221245,0.9333307756513187,0.5762237445794485
34,0.1717308428734062,0.9302966974572027,0.5761002262924975
35,0.1962611533647698,0.9311438420624574,0.570844655314528
36,0.29127522488411556,0.9264552363077201,0.5749661576651872
37,0.4529792290400681,0.9315150578717999,0.5750997419521331
38,0.5733784774402517,0.9278915983324967,0.5760283415903142
39,0.45434825526850786,0.9330280304045638,0.5730476486186615
40,0.22918831424620187,0.9282774225784216,0.5784841191843185
41,0.17432037722926239,0.93166476527231,0.5708558411740714
42,0.2728786781713609,0.9274841577187284,0.5653809065225657
43,0.22868235999803296,0.9314884563769121,0.5718347315515055
44,0.32870928632637514,0.930598776635253,0.5809570998320897
45,0.6060746806968128,0.9370080475086922,0.581814455716855
46,0.7925296707054188,0.9358401494014832,0.5920944525262305
47,0.9770790751585984,0.9377980905017815,0.5764642231170657
48,0.9749478068042348,0.9321815143954082,0.5845052209211493
49,0.8872679661986307,0.9349820707282906,0.5862871604605625
50,0.4768420082790177,0.9301904328578117,0.5722746993981441
51,0.32632255690000717,0.9282103347766306,0.5645559737589435
52,0.6205298332460656,0.9222959141976127,0.5623620269954134
53,0.8307862973563184,0.9227271907920923,0.5703665418065519
54,0.9069040484038504,0.9252778399145553,0.5732969149336667
55,0.6837291921712985,0.9310603600211698,0.5664924035836795
56,0.3162583756637773,0.9309279276031077,0.5704583748222318
57,0.33693053232040104,0.9306999532824873,0.5778222730901764
58,0.4931508084401301,0.9335160679515929,0.5746962701227998
59,0.4888713788463137,0.9338068440359146,0.5808667740208456
60,0.611228093175286,0.9333048618213552,0.5881827472966297
61,0.7198987959030917,0.9315325857513644,0.5871602365587333
62,0.5853096824881601,0.9320954247903068,0.5827547837804786
63,0.37920144125745625,0.9318211857850618,0.5748864471547174
64,0.20246030034268567,0.9266638121225916,0.577390955024552
65,0.3393215690387213,0.9320349869880862,0.5855295417403579
66,0.5226421660245189,0.9334799518205681,0.5855352328510649
67,0.4475177005912689,0.9367456766094364,0.568157434565322
68,0.3094103046329872,0.9303371562953929,0.5596180239836575
69,0.0979674484723696,0.9246063147046566,0.5788479714328328
70,0.34093238393347136,0.9277466273523446,0.5693047839893312
71,0.5980817122725298,0.931164662060455,0.595434706914046
72,0.41154377774480366,0.9321797745830983,0.5718669648825502
73,0.1820241449001589,0.9301920756180302,0.5701496518036383
74,0.09374857451809518,0.9301087304318784,0.5804287737845379
75,0.4661321336264051,0.9310058165197251,0.5896118348806811
76,0.45857245397674196,0.9350219965104257,0.577930106831451
77,0.6810200877881813,0.9299100856776271,0.580138534115102
78,0.8151114364224582,0.9320286485280074,0.5836483261782567
79,0.8247890396981177,0.9310985842022331,0.577555125362791
80,0.8942094551835728,0.9367766668517202,0.578428481848864
81,0.9507412331575001,0.9348902588002956,0.5834172972533568
82,0.9576065242379252,0.9350949586088567,0.5873497914214268
