sample_idx,Layer_1,Layer_2,Layer_3
0,0.36916626987390894,0.9264491907135075,0.8325719325401136
1,0.44448102359683545,0.9276322632560505,0.8334756114172003
2,0.5663244510484631,0.9271214292245922,0.8313983376820534
3,0.5592832649052458,0.9280651790533355,0.8331323148862964
4,0.2827814992276935,0.9275090895884136,0.8319916522736804
5,0.30034569331008143,0.9268224986152769,0.8319095519572778
6,0.7432620530475059,0.9251102899464413,0.8302270122150506
7,0.9422035373152663,0.9245445519845007,0.8296466373362651
8,0.8979684514337617,0.9238022840461699,0.829623990318051
9,0.8262636070083824,0.9250399708466777,0.8313001945008708
10,0.8562671468645688,0.9243745886503044,0.8323332641324841
11,0.8824882982593257,0.9240009718429213,0.832908547311717
12,0.8880403863616949,0.9238459201052144,0.8333416544845991
13,0.9205231261152458,0.9233647330549075,0.8332975836901879
14,0.913692139053198,0.923079974641997,0.8335405829675601
15,0.7494655007504094,0.9236160173099014,0.8347699064038472
16,0.8080716244942802,0.9239189956090941,0.8354831633910142
17,0.8715337057155368,0.9227283357178515,0.8338103917835226
18,0.8505247779673887,0.9230188144832567,0.8340873869342773
19,0.8678184221438208,0.9223594051244554,0.8343280551512617
20,0.8866528290772286,0.9217591930745233,0.8337035778121022
21,0.9253407990990488,0.9219310914863261,0.833890089854006
22,0.9482296072032466,0.9218877644515523,0.8348037252503627
23,0.9578094750951277,0.9215076176868794,0.8343576319675557
24,0.9078632209911084,0.9206688228117617,0.8332643841167103
25,0.2602134008104262,0.9228825813659757,0.8354782260388628
26,0.08612862295937876,0.921566718389134,0.8335218744109921
27,0.24184650745224381,0.9226159398317749,0.8338366116679955
28,0.6280622264836697,0.9231389391111404,0.834494793097946
29,0.6260288157474108,0.9231768104418826,0.8347807911298002
30,0.16140597413912156,0.9221320685925491,0.8339202616091222
31,0.4853610691185554,0.9216562500065802,0.8332021664016149
32,0.6562323987576185,0.9227097169565405,0.8353457156248835
33,0.5857001511763467,0.9215762032506516,0.8339988334336336
