sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5
0,-0.02472674818618014,0.95160822029077,0.9483848610041985,0.9253966196197116,0.8657876523767322
1,-0.02472674818618014,0.95160822029077,0.9483848610041985,0.9253966196197116,0.8657876523767322
2,-0.02472674818618014,0.95160822029077,0.9483848610041985,0.9253966196197116,0.8657876523767322
3,-0.02472674818618014,0.95160822029077,0.9483848610041985,0.9253966196197116,0.8657876523767322
4,0.5331578103044856,0.946220207938206,0.9279142189861764,0.9813694151332981,0.9065299568599953
5,0.5121051075498289,0.9431116969340172,0.9334313891500501,0.9795513733039468,0.9593095103091964
6,0.4701780585059376,0.9731147256447149,0.9108314380338035,0.9912639223743114,0.9580768721313981
7,0.2806369292856101,0.9523239555099979,0.817848397379769,0.9372198617503129,0.9270087919883663
8,0.18487217365756545,0.970159680889967,0.8921651452933841,0.9878969604881105,0.9632290825782654
9,0.09919092278872557,0.953191181171533,0.9498902548177541,0.9708103066323044,0.8235199119992246
10,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
11,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
12,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
13,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
14,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
15,0.5134541548419994,0.9526797072498882,0.8580620653244301,0.9597933200273743,0.7828809425918756
16,0.7310229437995148,0.9392870998491765,0.8628302030510211,0.9319005820089197,0.8789900584935147
17,0.3904162850965291,0.9492150826374871,0.8426807489784123,0.9694162646878675,0.8613891076181709
18,0.3858161337970036,0.9389053727151017,0.9246756848746791,0.978045671074336,0.9165134855356645
19,0.20276324801760334,0.9541081319480805,0.8167580952006956,0.9129759363169746,0.7646611194632724
20,0.1584981139931166,0.9391641701427715,0.9341659211521046,0.9732098492433146,0.9306633604188712
21,0.47544053031569355,0.9521527849772504,0.8618191287072853,0.9533210718751602,0.5777879484535678
22,0.540771189900022,0.9444521294901972,0.8531971975492153,0.9868728654603617,0.8015257473680123
23,0.4473568677183253,0.9442158523957705,0.9058928410377374,0.9219018385896539,0.9635406288664257
24,0.2858536418900126,0.9296070819141393,0.9025192257294974,0.9835433847297784,0.9319921254152141
25,0.18246495044365338,0.9688717952959924,0.905753037536254,0.96427870802656,0.9341907788849293
26,0.26043727855035353,0.9624111647301066,0.8702492286649427,0.9901250322283982,0.9635771419180535
27,0.4580369143909289,0.9199192361968477,0.964337221773496,0.969535634697972,0.9415807492388898
28,0.28360113184629243,0.9402823984504304,0.9065830585930913,0.9488565225936874,0.990756776843417
29,0.15778300974152057,0.9422823279402448,0.9114714225670137,0.9691584929220153,0.7878275904819737
30,0.06590380918282072,0.9512816016978209,0.9465289176731502,0.9314640478070134,0.8549268807434263
31,0.44946618733116345,0.9552346912219967,0.8007663228413078,0.9731397373208003,0.7746484658382486
32,0.28697937578319604,0.9552105058076139,0.9547990447638052,0.9364709368607146,0.8154994407642961
33,0.1936539993328271,0.9537204662456282,0.8024056133145633,0.9651028769632616,0.9006311374142095
34,0.10052124835968623,0.947617727070003,0.8495705810163089,0.9641243520790694,0.8375691782639662
35,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
36,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
37,-1.0429294041660378e-17,0.9473767860843245,0.8657865093077796,0.9347411338312925,0.8145523183964424
38,0.5110442222077579,0.9537650196102897,0.8583904870953023,0.9682809366945141,0.7179660561298712
39,0.6093194814291782,0.9460344856797258,0.8533765868580965,0.9502891222691674,0.7488157985108713
40,0.4221615697760592,0.9466841587673428,0.8654239861909108,0.8858318289924906,0.8701788022708861
41,0.20335322110386247,0.9503748212139577,0.8869447255847017,0.9324417848727155,0.7257926694622722
42,0.13324488162092288,0.9536438832781556,0.81025063524611,0.9488938253985639,0.8304082189597718
43,0.4891723780972535,0.9527872197007203,0.9367660676992782,0.9538317845277879,0.8389640361322757
44,0.5062026243455208,0.9704406669538045,0.8794966782441405,0.9809480835742097,0.7810236552936132
45,0.45750466743252355,0.9434331500894128,0.9435860861808596,0.9778061681825665,0.8980739371438011
46,0.26649352071104415,0.9370842550428713,0.9293458674425071,0.933039985901812,0.9466671461474253
47,0.15834107432221997,0.9453550930522209,0.9162956973852848,0.947585283016403,0.9764098927956584
48,0.07927074000551466,0.9541212158708438,0.8018617216680014,0.981606735400955,0.7649639530086461
49,0.2769329804646408,0.9559905728391216,0.8060130862777,0.9774736672920317,0.7120430960458343
50,0.1826412869766633,0.9468325057702509,0.9201619941232606,0.8916054607527819,0.7943556503635991
51,0.09936425669025407,0.9544149814946647,0.8070266888441118,0.9717805182567368,0.7079351655112274
52,0.010429878282955423,0.9547061313285476,0.8101755960610127,0.9762596701428566,0.678503140771206
