num_layers,model_state,CET,AJG,FNWD,CFFN,RY,FDBC,VABK,FCF,PFC,BUSE
3,NoTraining,57.601627349853516,76.8980712890625,68.5416259765625,50.104209899902344,76.46858215332031,59.16622543334961,63.07872009277344,66.63971710205078,65.82381439208984,61.96421813964844
3,optimal,17.913339614868164,38.941898345947266,27.59090805053711,59.08972930908203,48.835548400878906,33.170257568359375,29.24001693725586,71.3843002319336,50.76005172729492,32.88576889038086
5,NoTraining,99.89741516113281,94.53960418701172,99.41675567626953,117.6303939819336,94.02522277832031,104.49131774902344,103.5065689086914,107.3458023071289,102.71178436279297,99.86451721191406
5,optimal,16.12809944152832,30.91058921813965,23.626689910888672,34.06297302246094,37.5977897644043,24.493492126464844,23.38176918029785,35.76614761352539,28.37171173095703,25.742340087890625
7,NoTraining,99.91334533691406,100.24055480957031,99.78841400146484,99.48307037353516,100.10401153564453,99.48653411865234,99.85918426513672,99.36372375488281,99.92068481445312,99.96380615234375
7,optimal,19.413894653320312,40.37458419799805,26.2844295501709,94.63725280761719,52.44192886352539,41.9445915222168,32.463802337646484,136.26075744628906,95.81251525878906,38.00092315673828
9,NoTraining,99.97347259521484,101.46509552001953,99.8061752319336,98.88529968261719,102.16182708740234,100.29351806640625,99.43045043945312,99.27747344970703,99.77254486083984,100.68965148925781
9,optimal,36.21742630004883,59.821414947509766,43.11538314819336,27.13920021057129,67.27347564697266,39.040077209472656,34.55925750732422,51.38042449951172,50.78380584716797,38.584083557128906
