sample_idx,CKA
0,0.3781474993100663
1,0.1282003221092606
2,0.544008384543359
3,0.5297619109498288
4,0.3177312374210414
5,0.5616835210668224
6,0.6781182791809083
7,0.22442620853760512
8,0.09455143365642782
9,0.2790856526285692
10,0.4679826034056377
11,0.46927033873373086
12,0.28676629768653383
13,0.48975419918769003
14,0.8744650542854734
15,0.9138793532723878
16,0.4524005254625987
17,0.41397248967773564
18,0.37050633662963567
19,0.3882631854133113
20,0.484347398795885
21,0.6194364650489123
22,0.4928627656037974
23,0.37679805070992495
24,0.1394761313534862
25,0.22343964028678864
26,0.3858953555633548
27,0.4578817709417461
28,0.5476572301385332
29,0.7723762835882678
30,0.9304784360993107
31,0.7312323884954705
32,0.4248609869329252
33,0.3708247502345739
34,0.42592824429204923
35,0.4061331245072522
36,0.3320118854191564
37,0.1792048785623768
38,0.4523241015043972
39,0.7728079647007196
40,0.7276357864543559
41,0.5284335769623424
42,0.5770300929919269
43,0.125849132374078
44,0.1650474995571627
45,0.15073360978291034
46,0.31510272480114265
47,0.6381264054388176
48,0.6844053578470832
49,0.7119551648489832
50,0.815606146115106
51,0.42009303278973903
52,0.36274691042324864
53,0.1650603282784726
54,0.19248239356122737
55,0.14304671785983952
56,0.08132702202556197
57,0.2984475981096618
58,0.6846028676168017
59,0.36452886276859814
60,0.49621433624830047
61,0.48750308221870325
62,0.29828677712544066
63,0.4259576241502039
64,0.5093734306875595
65,0.624124494345745
66,0.687161850576797
67,0.8502681840173001
68,0.9067120007534099
69,0.4588620932196935
70,0.213873226313899
71,0.14276206230212143
72,0.30450544139957003
73,0.34745405446983824
74,0.48831830004861
75,0.16012036131134877
76,0.16751013289013506
77,0.38117127084617336
78,0.5351197643979471
79,0.584668968420417
80,0.756880522136767
81,0.7557714192149939
82,0.640798472292769
83,0.7137122002108726
84,0.34166612532948437
85,0.1567218002077573
86,0.29933819635299913
87,0.39503050571186055
88,0.5028949389369575
89,0.4916452964549062
90,0.4943268943508504
91,0.40702091345703023
92,0.3785478055708961
93,0.4052598279326369
94,0.43654054040612766
95,0.4716555797867503
96,0.658400061750528
97,0.26297150887156323
98,0.2381162556935232
99,0.32252416907692816
100,0.42062806340915354
101,0.689898989843549
102,0.5827600029402631
103,0.4627702230064026
104,0.7006667120003528
105,0.32338792307369074
106,0.13605528000489356
107,0.27632260219141846
108,0.6009107819084659
109,0.759815612950027
110,0.4962221133862095
111,0.22505516247591856
112,0.13276818864734324
113,0.24936313622479403
114,0.5066263645450071
115,0.7768406079860568
116,0.8292834201244637
117,0.7939983857586993
118,0.3661392654927241
119,0.29630011560490427
120,0.299177379850943
121,0.19987051500397376
122,0.45401567178216434
123,0.494120293544114
124,0.14443810725971692
125,0.18031882113697156
126,0.47585499485386995
127,0.5564265337036505
128,0.22521305813997827
129,0.1051238016417685
130,0.29483061725386855
131,0.13838852051325812
132,0.41201133418252384
133,0.675747304827463
134,0.5197500578814166
135,0.12387177104077615
136,0.19715119513027993
137,0.4954010483095434
138,0.6529548775782817
139,0.2687566064103338
140,0.12482912637439561
141,0.3895814264252592
142,0.628177759016122
143,0.6763362033235503
144,0.4982363839968119
145,0.19799520779699017
146,0.15791196234872082
147,0.3138092826080036
148,0.4231757977876604
149,0.6697240291345165
150,0.8113224765248432
151,0.8459265324695803
152,0.8272933535793523
153,0.28743268267283995
154,0.20914292261750536
155,0.16012962095420585
156,0.3009637213891066
157,0.5887307910298833
158,0.7534471961400796
159,0.6197164393713689
160,0.1708272000428544
161,0.585475443555915
162,0.6791651387072112
163,0.4670944625224645
164,0.40867301420118984
165,0.4106128679214201
166,0.5607463636705278
167,0.6845703283096827
168,0.09183422639374807
169,0.12267744439098636
170,0.27835733225796105
171,0.7940637161747386
172,0.5715346791092417
173,0.21905002715101848
174,0.20426473569225845
175,0.20304778537586202
176,0.5015506551193541
177,0.5591227478938277
178,0.5136145741758167
179,0.20163296082889065
180,0.45257511701954695
181,0.42395653810711914
182,0.14224997553562935
183,0.11628598725716997
184,0.1761236267230605
185,0.44707736211702165
186,0.6213143485210681
187,0.5243090411076792
188,0.39750053727808066
189,0.38336857691383613
190,0.5247309668534259
191,0.6307805612694073
192,0.48600001017970834
193,0.49348784014681646
194,0.6322679361228974
195,0.626188822118105
196,0.8095231959726676
197,0.4992500945551641
198,0.25562581821577923
199,0.34197351922685243
200,0.6064828196415947
201,0.7829217330222293
202,0.6671125802864137
203,0.571096015644689
204,0.15090371968288793
205,0.12501396669805423
206,0.1753766558889503
207,0.34846616731991986
208,0.4322309820151584
209,0.1840263393760208
210,0.502079533487531
211,0.8209559362254563
212,0.6812671138793223
213,0.14542976612933808
214,0.1926174827770687
215,0.5151974053591449
216,0.3717745656963355
217,0.11979325169405372
218,0.10557784419274702
219,0.1254120382582491
220,0.4106077244267666
221,0.796077074054633
222,0.27066142759568973
223,0.23398987021153117
224,0.4072030146933632
225,0.47893091397988247
226,0.5635244331995461
227,0.7678075437783254
228,0.846104544340645
229,0.5026288451731393
230,0.30204871356668594
231,0.40296419992243127
232,0.12305473694636018
233,0.0894936615176422
234,0.2850117651599867
235,0.5734159004077525
236,0.6828157660911932
237,0.5892990096989538
238,0.5681204073461401
239,0.8145740402847904
240,0.4718531098594166
241,0.46245272703972434
242,0.48868317153515545
243,0.3889645527905447
244,0.5202454620126915
245,0.4668976479568986
246,0.3821652409638513
247,0.40762062652860137
248,0.5748316075765623
249,0.7101248656365176
250,0.7639385436707175
251,0.6021067084498334
252,0.2917816407714918
253,0.7279560025462734
254,0.30147195028595136
255,0.11773823479770248
256,0.12123650764987415
257,0.11857807226700344
258,0.10447000878600969
259,0.0986626352273131
260,0.25000939930055965
261,0.4630685955241086
262,0.3526781489703704
263,0.6354220348266871
264,0.42924160372701736
265,0.40762181368400396
266,0.2560992749525875
267,0.42960625544818276
268,0.8973728801620389
269,0.839330313502534
270,0.14252404110244554
271,0.23093871420516732
272,0.17924955770645898
273,0.2336757865301778
274,0.5105434237247415
275,0.6174336237298677
276,0.4881769092240868
277,0.5476825238105322
278,0.5186481462971517
279,0.1833539352026419
280,0.0668648014942329
281,0.17847108064761527
282,0.44928200921953204
283,0.16849090552899385
284,0.1073211141759468
285,0.12151289043158163
286,0.15333584379985746
287,0.39796882565525293
288,0.5743090558792403
289,0.7355672757940451
290,0.4248110378150387
291,0.2414700814718842
292,0.32434029325772445
293,0.8161569774377103
294,0.6542477029285849
295,0.1616246304327368
296,0.29093216167972874
297,0.4061118056080928
298,0.4760590540280321
299,0.14927211797788056
300,0.4479288346536552
301,0.6584753604674335
302,0.1321701861246887
303,0.1366645269464983
304,0.16010083299881092
305,0.12522916377408835
306,0.24681544658579782
307,0.4807993657680306
308,0.8471745720220458
309,0.9458015492030134
310,0.3316966899889831
311,0.18273360156908192
312,0.2255632201851537
313,0.3728049454800721
314,0.5776103561303606
315,0.5585293993223586
316,0.22037767602520222
317,0.3573501038742209
318,0.48448244768604065
319,0.49072043145086885
320,0.6387029851071557
321,0.6978062183980763
322,0.3419033335815373
323,0.23882564205444648
324,0.5518950546717614
325,0.9213006922106819
326,0.38778733645826136
327,0.2083489334513049
328,0.22400095186757965
329,0.2899539315599157
330,0.715139342706985
331,0.9362352825363748
332,0.5730545267430653
