sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6
0,0.6702620941901067,0.9762329330706637,0.8611251527413667,0.9879520434642786,0.6613888717773013,0.9589540197216914
1,0.34081940196001914,0.9760915055770478,0.8609351355036994,0.9878746580176627,0.6611580733970401,0.9595391803804162
2,-0.0495167722577724,0.9760994434357256,0.8609583855530415,0.9878876925380587,0.6614470887620649,0.9594852289314564
3,-0.0495167722577724,0.9760994434357256,0.8609583855530415,0.9878876925380587,0.6614470887620649,0.9594852289314564
4,-0.0495167722577724,0.9760994434357256,0.8609583855530415,0.9878876925380587,0.6614470887620649,0.9594852289314564
5,-0.0495167722577724,0.9760994434357256,0.8609583855530415,0.9878876925380587,0.6614470887620649,0.9594852289314564
6,-0.0495167722577724,0.9760994434357256,0.8609583855530415,0.9878876925380587,0.6614470887620649,0.9594852289314564
7,-0.0495167722577724,0.9760994434357256,0.8609583855530415,0.9878876925380587,0.6614470887620649,0.9594852289314564
8,0.39710734989929575,0.9766149386047511,0.8611417635967824,0.9878873366878907,0.661427640178344,0.9594852289314564
9,0.6362216173669599,0.9772490480193634,0.8618743558999643,0.9878943526909307,0.6613447219391022,0.9594877862657508
10,0.7436617810321128,0.9777091168091662,0.862552882746175,0.9879838570330185,0.6610317341743593,0.959489879826481
11,0.7488702244778757,0.9776861070488844,0.8628266519731291,0.9882291429235186,0.6610779177171764,0.9569602478246204
12,0.6683375140489495,0.9767792374767476,0.8615428118793866,0.9881201292053924,0.660318812037782,0.9572721385461993
13,0.3417884414281329,0.9760123304577497,0.8606331983781994,0.9876646041839945,0.6615942683047116,0.9600932869755868
14,-0.06466537293354037,0.9761141349448593,0.8607105910729004,0.9877875293678571,0.6605721161055248,0.9605053198503567
15,-0.06466537293354037,0.9761141349448593,0.8607105910729004,0.9877875293678571,0.6605721161055248,0.9605053198503567
16,-0.06466537293354037,0.9761141349448593,0.8607105910729004,0.9877875293678571,0.6605721161055248,0.9605053198503567
17,-0.06466537293354037,0.9761141349448593,0.8607105910729004,0.9877875293678571,0.6605721161055248,0.9605053198503567
18,-0.06466537293354037,0.9761141349448593,0.8607105910729004,0.9877875293678571,0.6605721161055248,0.9605053198503567
19,0.39174128475761044,0.9758451848641226,0.8605466203597497,0.9877589920335043,0.660644393718727,0.9605053198503567
20,0.6285782428581865,0.9754849202639748,0.8602101972517421,0.9877625251349935,0.6606731457339103,0.9605028307503461
21,0.7386445001415206,0.9752127873861547,0.85985803517769,0.9877283180148867,0.6607588454654624,0.9604762443888317
22,0.7497547843760519,0.9751915693788717,0.8597355170702924,0.9876059307562378,0.6618675335497122,0.9604544750504991
23,0.6725776067450501,0.9757527497154508,0.8603174145453146,0.9876294091599509,0.6632235235270022,0.9598086702382507
24,0.3399341106209876,0.9761428024690809,0.8608913207924582,0.9878908846753729,0.6616528258349865,0.9592560760849302
25,0.39461278202602484,0.976256811992965,0.8609204482649073,0.9878444869363298,0.6611121212882141,0.960009638268753
26,0.6483935160930192,0.9764121118166076,0.8612146911086322,0.987832045169818,0.6611105865181712,0.9600087461097045
27,0.7788103798767161,0.9765215668247138,0.8613825740049234,0.987834333081761,0.6610404497864075,0.9600040868209546
28,0.8083357145954871,0.976519529541581,0.8614312699505176,0.987966646695344,0.6609870934443551,0.959282139581717
29,0.7548633339091791,0.9763276399129507,0.8607441292450807,0.9878850828583746,0.6599639349875766,0.9602797902502059
30,0.49624959551987285,0.97617660911657,0.8606243456653075,0.9877987109343588,0.6599459796320538,0.9606341211014799
31,0.34056162278347324,0.9761581595180503,0.8608325862285493,0.9878700326517955,0.6607523914250586,0.9599645313910932
32,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
33,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
34,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
35,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
36,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
37,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
38,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
39,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
40,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
41,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
42,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
43,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
44,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
45,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
46,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
47,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
48,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
49,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
50,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
51,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
52,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
53,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
54,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
55,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
56,-0.0646348449205204,0.9761209357402253,0.8607611215386555,0.9878163146257184,0.6607685834066154,0.9601705610769284
57,0.3958766285857006,0.9764386630174872,0.8609165484398706,0.987806881465146,0.6607788844715125,0.9601705610769284
58,0.632684403519882,0.9768707860255694,0.8616531878736836,0.9878369819229097,0.6606567036460756,0.9601705123451576
59,0.7482891130821558,0.9772354152369042,0.8621890374704902,0.9878833414136958,0.6604371384495386,0.9601666523403877
60,0.7639814200177819,0.9773145042249501,0.8623520201290603,0.9880725548885145,0.660817123716437,0.958076672926337
61,0.6990479505293579,0.9765129540321709,0.8607876951193044,0.9878562973243036,0.6581502445179105,0.9605118248814226
62,0.41966814301465777,0.9760000299453756,0.8600562549059235,0.9875750689855564,0.660657555407927,0.961027176699205
63,0.3405884363332552,0.9759880563057872,0.8605355354593418,0.9877417753855842,0.6618297193739843,0.9561349238725196
64,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
65,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
66,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
67,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
68,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
69,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
70,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
71,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
72,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
73,-0.049402267041681706,0.9761372239318469,0.8605463766964995,0.98776375037425,0.6597817707771251,0.9605348321895464
74,0.39926840998394114,0.9769406205606324,0.8607824770036879,0.9877412955902762,0.6598057975310841,0.9605348321895464
75,0.6391162517996729,0.9779069378229152,0.8619422103980631,0.9877719703200865,0.6596451929901749,0.960543907069352
76,0.8017566527510748,0.9788352094230628,0.8630971587904653,0.9878540920054181,0.6591345139975812,0.9605878035000627
77,0.8570576390226766,0.9791073407686389,0.8638941537691507,0.988272204411922,0.6599545717558006,0.9560286789065978
78,0.8247090961682847,0.9779498363760899,0.862276398136204,0.9881541578344244,0.6597738938991081,0.956504993526534
79,0.5847077642610063,0.9768140979854214,0.8610691465397832,0.9876274759983321,0.6648136995496833,0.9611968643349554
80,0.6707856596263493,0.9764770165713486,0.8605223180278527,0.987714645130621,0.6571257286548012,0.9602408025343175
81,0.3413657488225147,0.9760942561741744,0.8600229836584203,0.9874600869324323,0.6588884954111044,0.9611246873083163
82,,0.9761466854883574,0.8600724723172011,0.9875322120191318,0.6585322885223993,0.960324359178442
83,,0.9761466854883574,0.8600724723172011,0.9875322120191318,0.6585322885223993,0.960324359178442
84,,0.9761466854883574,0.8600724723172011,0.9875322120191318,0.6585322885223993,0.960324359178442
85,,0.9761466854883574,0.8600724723172011,0.9875322120191318,0.6585322885223993,0.960324359178442
86,0.39548943737808184,0.9763915353745385,0.8601138980563386,0.9875328712671291,0.6585200699605273,0.960324359178442
87,0.647084607896415,0.9766901108566363,0.8603714640543808,0.9875340243256002,0.658464488000463,0.9603247049357153
88,0.7957944911799234,0.9769266309140683,0.8606051269413023,0.9875612874479536,0.6583330445572139,0.9603486775594714
89,0.8441344018360217,0.9769220439091888,0.8607664924849682,0.9876776320948383,0.6567075245563034,0.9602922830972597
90,0.8108612081474124,0.9766364748884309,0.8603844168203217,0.9877235698231244,0.6565237594591203,0.960450691437462
91,0.6234905258103124,0.9762752747134384,0.8601222427356675,0.987606958602904,0.6572429287004524,0.9610905663701149
92,0.3409619893224028,0.9762134315516474,0.8600814540631884,0.987516932482459,0.6591460527229722,0.9607516008571008
93,0.3915328901351649,0.9758177379140308,0.8597683135887318,0.9874806659263875,0.6595099283104474,0.9601351325831416
94,0.5974946881000709,0.9753694752482197,0.8593194000455457,0.9874674657389256,0.6596694577532487,0.9601416768298002
95,0.6852305293800762,0.975031504250985,0.8589532431214568,0.9874359490533878,0.6600992174501669,0.9598720499083564
96,0.6781389833031772,0.9749806386791416,0.8591309494469952,0.9872533173137419,0.6678064544937703,0.9557732811012286
97,0.5859572333102894,0.9757832637286719,0.8595108877063662,0.9872670672018332,0.6627894335518875,0.9584665948751369
98,0.23941268668403168,0.9763261621429083,0.8603514587183315,0.9877560243599333,0.6578599438572764,0.9590926890759636
99,0.34086438710065836,0.9761853406056358,0.8601447795512994,0.9875768806704152,0.6581446572085756,0.9606079707503687
100,-0.057203755506839996,0.9761416945042858,0.8601156368933622,0.987552148859177,0.6585742034259027,0.9604190837723265
101,-0.057203755506839996,0.9761416945042858,0.8601156368933622,0.987552148859177,0.6585742034259027,0.9604190837723265
102,-0.057203755506839996,0.9761416945042858,0.8601156368933622,0.987552148859177,0.6585742034259027,0.9604190837723265
103,0.3923236414899277,0.9759585872474025,0.8598296978899145,0.9875648541594969,0.6585443556125453,0.9604190837723265
104,0.3876547520123645,0.97566660107943,0.8594565776455928,0.9875482582842644,0.6586239827973899,0.9604257107486195
105,0.3440302542139019,0.9754513497309485,0.8591232557163153,0.987529851229353,0.6588224304677768,0.960326463172488
106,0.2683313431827846,0.9753924844794216,0.8592958977679501,0.9873455791348301,0.6638496045663053,0.958148853239044
107,0.2169157455226616,0.9775509021923298,0.8606184929310473,0.9875261934593702,0.6601761623622207,0.9603796925287373
108,0.5951012865864349,0.9793352738368031,0.8636212521013122,0.988254240735109,0.6609091905756495,0.9539421983021762
109,0.8083984996142876,0.98007975158511,0.8650192600641821,0.9878625463915687,0.6856957804818576,0.9526060049636816
110,0.7462039072335185,0.9798476791815527,0.8648585832252246,0.9884809757877875,0.6585765022256017,0.9544764594889936
111,0.6656795581525538,0.9777263453238961,0.8617588668565498,0.9882785911907486,0.6767277893655635,0.9535148341772691
112,0.3434674670174047,0.9759150209062291,0.8597965713877049,0.9871397622833841,0.6757063295387081,0.9526146358520442
113,,0.9761698521805864,0.8597797467127402,0.9873740224394629,0.6675350943500851,0.9573300494941128
