sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5
0,0.6388378389913004,0.846067749528185,0.5999968881990703,0.493083446872567,0.9328017369806049
1,0.4865483506556543,0.8593383829798772,0.616068760493223,0.49040420112177785,0.9304696861756591
2,0.05600656238087379,0.8713481596440272,0.6156955219679563,0.4974372841208779,0.9342447947396488
3,0.697315137450887,0.8776269677395682,0.6229754715064839,0.4951022045856764,0.9319015771272872
4,0.6957663271363332,0.8747952997688374,0.6231244069315398,0.493957943041199,0.9313374675129079
5,0.6832339892002411,0.9185890303750673,0.6723249306616815,0.4947501246043926,0.932745866279641
6,0.6163816090593338,0.9124155555436645,0.662889369454,0.4968439626471333,0.9334195865464614
7,0.425704545198775,0.9205343458832665,0.6828590052406286,0.4970507863335273,0.9337926042925097
8,0.2313900639088,0.8836812676840896,0.6344621153796877,0.4940803008404939,0.9324847711911999
9,0.8981905212162861,0.8913494677962001,0.6459518631638487,0.4953477111908683,0.9341425622631437
10,0.9240393527018698,0.8733256001007732,0.6249700939910334,0.49674900818408363,0.9331093464983141
11,0.8934522798343764,0.8960853206393445,0.6451079300514073,0.5003072205422088,0.9341133466775484
12,0.6074674859936425,0.8928797029952521,0.6405213020862336,0.5019194440453935,0.9338550064472702
13,0.20749414790903814,0.92624601091134,0.6855943499976801,0.5033022593642483,0.9337079334805082
14,0.13304581596614207,0.9060994451320917,0.662664841852467,0.5032394229589833,0.9339704974991089
15,0.5405262525222952,0.9290856643462494,0.6938248466208856,0.5020256863163803,0.9340283660518721
16,0.5125411986756782,0.9083896409901036,0.659888325040454,0.4997787705591648,0.9336217847485645
17,0.40263709299012207,0.922516281261305,0.6800654351399321,0.4980946481955846,0.9339058309909374
18,0.23277802108906342,0.9013448132683265,0.6550915714510985,0.498690931204605,0.9334009454778882
19,0.39533252920209944,0.902737213326366,0.6614965706348434,0.49782294892244416,0.9334518633393785
20,0.6605743404443136,0.8508700544955444,0.613396483928291,0.49678990451858124,0.932829787088344
21,0.9000842908593196,0.8357868578694584,0.6065109013858797,0.4998739859737024,0.9345409251956699
22,0.8828012821924036,0.8036453736899165,0.5923804053110743,0.5005633475710917,0.9339959076494155
23,0.8633362259136447,0.837990428910556,0.6103209816249087,0.5018917101444107,0.9340258823891359
24,0.6446393897552695,0.8913764782352115,0.6268442334000746,0.5021461217215822,0.9339773000100967
25,0.2969995454325315,0.8898488543077117,0.6364872678817024,0.5044310290896251,0.9330647004493077
26,0.3492404213276245,0.8711122607470272,0.6222083210243885,0.5039248591701028,0.9337484345528202
27,0.24533418384957326,0.8961379384529462,0.6374762819965021,0.4991147825436056,0.9332406131322946
28,0.13398778899413458,0.8576031284794722,0.6021820407682625,0.4997358848050181,0.934136657378968
29,0.4040557601143182,0.8717380372915056,0.61745239072748,0.49876797395553574,0.9347751102269172
30,0.426763280825956,0.8387685742255075,0.599205184868648,0.4944918984764404,0.931093339246749
31,0.10058990207501735,0.8993131721038051,0.6482028577701605,0.5022696847787451,0.9347623427645577
32,0.4082564299554953,0.879469855163986,0.6316592387765692,0.5035388273315935,0.9339871108041203
33,0.21613689499856614,0.9145643767491524,0.6587570798500918,0.5023060532436907,0.9344772543766579
34,0.10992984865995264,0.8645657940858249,0.6166197970448709,0.5019824914730397,0.9338411452872643
35,0.27343549372316145,0.8605903441197278,0.6236945439712005,0.5028324061655526,0.933592446389414
36,0.30181727299336863,0.8455341217752685,0.6140993696882866,0.5034378976081401,0.9342125339939072
37,0.4241733550029157,0.9091428585936682,0.6533664128310936,0.501965465044628,0.9343203586746955
38,0.5916741443712773,0.8672296328060203,0.6146514515049487,0.5029537737166085,0.9337992538595087
39,0.4307573150188571,0.8986266235421021,0.645159768260198,0.5041780428121522,0.9332163223206048
40,0.18404087388703932,0.8703732691338683,0.6200127123597843,0.5032284186420113,0.9334816052158809
41,0.23387382411418361,0.8561448525548686,0.6179557180076216,0.5022310549497199,0.9334955687273838
42,0.2691554298933383,0.7909852623074495,0.5983042952319363,0.5035564604092577,0.9330623738017366
43,0.22712523223074624,0.852489628140168,0.626943963882308,0.5031797995012882,0.9329197523579777
44,0.4855511631774173,0.8412545007678836,0.6034146538114307,0.5030840635557898,0.9322893155215078
45,0.6675292005968372,0.9127656504671957,0.6567083938059896,0.5049687511716292,0.9322000348220114
46,0.7626927821747669,0.9210795824779743,0.664279633141476,0.5053473938864111,0.9331595883591218
47,0.9436558270631283,0.9313128834578187,0.6886151314141469,0.5038567614058133,0.9340214287617437
48,0.9406238624427383,0.918468939915685,0.6564314267320616,0.5004149235436174,0.934248030640872
49,0.8662790191325862,0.9149486656124706,0.6634504330760055,0.49565623341048715,0.9335014466486117
50,0.4949187050902579,0.8507383751932757,0.6035615753453136,0.4906753995275983,0.9313987840895978
51,0.535803232112624,0.8363572708243184,0.605385155997401,0.49764094441695594,0.9349898702922865
52,0.8099309063578443,0.7627756833803361,0.581470530864812,0.49738219285582813,0.9345204722607036
53,0.7857418889877366,0.8482147951717994,0.6256950476889724,0.5002762333896762,0.9348799942019008
54,0.8190441424260879,0.8831900470156222,0.6216925979695012,0.5032522624934209,0.9333664004803808
55,0.6257884088837676,0.8615718057696904,0.6146627120606976,0.5048773483802186,0.933377641035761
56,0.3226694622219818,0.8453731052517881,0.6233550582477259,0.5062569237222979,0.9332814196943339
57,0.28061751402786883,0.8637117309374116,0.6336746408034928,0.5032883696177202,0.9341355818318622
58,0.4199781983182682,0.8963553149988939,0.6401536912403469,0.5040045878071667,0.9337251443174515
59,0.5180031007589673,0.9178830654266749,0.6468157979215088,0.5019941840132361,0.9338083937638239
60,0.6803013590856871,0.8887320658036278,0.6295818693331006,0.5012051903729897,0.9326029039979189
61,0.7322324220741722,0.9035002170875824,0.6443964059529789,0.5004502497982911,0.9338190615833173
62,0.48543348503631883,0.8825990365168189,0.6303311807612596,0.5013663776410334,0.9339483343646259
63,0.3135103237164072,0.8724001962566014,0.6288738045244648,0.5014737134228926,0.933382654586006
64,0.30965235090516136,0.849762480526439,0.608106712191604,0.5009262525548316,0.9323473847141147
65,0.45202527716242985,0.9263623579949632,0.665375479852337,0.5015773294502901,0.9315711787120189
66,0.4866203230455516,0.9239759097437124,0.6728656140428957,0.5054693425955111,0.9325016496688765
67,0.2955279353078719,0.8270132667081244,0.6096951852987554,0.49964415882823754,0.9294444615176666
68,0.21292078151216157,0.8435218153176745,0.6171911277100823,0.49627774653152007,0.9308344371770191
69,0.0988077971382946,0.8728728977923202,0.6174745738331474,0.4980542190723848,0.933145201828357
70,0.26212160124654466,0.885576303550112,0.6210981948412179,0.5005185417446222,0.9327235858064188
71,0.5970142434891849,0.9171031776115804,0.6698641021068833,0.5055200651580081,0.9326689914382247
72,0.48167391620364847,0.9131146118578812,0.6783392562559893,0.5045564687766141,0.9327043598416214
73,0.27931766624651233,0.89791823524369,0.651901264089709,0.5035742162662771,0.934535111104808
74,0.12233040449723763,0.9263706573568674,0.6787744921428059,0.5034870236316891,0.9343880233518513
75,0.5273286196587995,0.9266080047612539,0.6726174540496537,0.5041670275401454,0.9342607704035497
76,0.3508135489411921,0.8958499618585847,0.6570287744559989,0.5039323067303957,0.9340610509175971
77,0.6897736927631026,0.8970974583313276,0.648443127044218,0.5028900401089351,0.9342165680443713
78,0.8748645725742679,0.9190184148002418,0.6628792943018867,0.5000301745440106,0.9341342682793046
79,0.8479662587635722,0.8924591391936398,0.6297693577584808,0.4971823184002863,0.9322906888410228
80,0.8677596787813742,0.9307382625056635,0.690503811631321,0.4981696168480254,0.9325230354466842
81,0.9296710627495874,0.9213751274916173,0.6889316129886347,0.48885349690844765,0.9281419759492439
82,0.9606034364872343,0.9258408834688535,0.7210467209136743,0.4908297164290278,0.9324271736030972
83,0.9463194737862882,0.923922096960918,0.7221674268910134,0.48757195357205874,0.9320325293645468
84,0.9064933381369181,0.9272409896473222,0.7253367803912695,0.49261018078109853,0.9346631293979416
85,0.9222318656373301,0.9287039309004759,0.7234209940647975,0.48993914568536623,0.9343502827657847
86,0.5789534709551285,0.8970678263730434,0.6744886649020809,0.4854846704576284,0.9310591036675876
87,0.22394644297677446,0.9094136013715373,0.6840994634641621,0.4887244975785768,0.9335908231084665
88,0.5304707062005141,0.8483635372100778,0.6177390941143887,0.484421261595207,0.9310381104797548
89,0.7499665131362905,0.7566763990743894,0.5476190399845382,0.48444720024687593,0.9315141541356864
90,0.6483662156741893,0.8373721378156458,0.5906249508832246,0.4892644640713393,0.9339120527228647
91,0.6638575131434218,0.8605225074720745,0.5949746732058175,0.48747404644542713,0.9317718116754893
92,0.32733758198551,0.8753554093053186,0.6137573562650318,0.4891130405046157,0.9311891489051539
93,0.42815776353214946,0.9020038109990981,0.6628818935626193,0.4883729551247928,0.9280197949096002
94,0.8965928770115064,0.9198302057371487,0.70241721304258,0.4870586109104472,0.9296660900278003
95,0.8999412040286071,0.925190562339066,0.7091117785741797,0.48830175275931237,0.9333820117849637
96,0.9170080549920425,0.9244559187951382,0.7060455256180458,0.48900601643989905,0.9342394024566264
97,0.9747595403620972,0.9223178014171405,0.6989583927416789,0.484581517651746,0.933253599083046
98,0.6745993364605827,0.8452257223915096,0.6132551449930157,0.4824804972229604,0.9316768057736284
99,0.6193929902401496,0.8947492974677649,0.6555894736448858,0.4828054504378258,0.9318852507627885
100,0.585192844320174,0.9330069791595867,0.7127363707235556,0.48402912198148423,0.9325754072283807
101,0.5546256468480191,0.9235186615236469,0.7510536329766309,0.4851425909541711,0.9335519892651353
102,0.4293458453255736,0.9155300553054816,0.7530891680529299,0.48459861813449234,0.933613501908987
103,0.5280394476995531,0.9179061552391993,0.7359567874216146,0.4825739913430686,0.9338664044591258
104,0.7895922247452511,0.9128844097927706,0.702931336391136,0.4806141734564619,0.9332148869161166
105,0.6576080839739914,0.8971682089241154,0.671203682089641,0.48096111689621357,0.932180978284354
106,0.5431420356830083,0.879694904262322,0.6475621223288085,0.48144545467934824,0.9333859357690721
107,0.20043620063814782,0.888540199622859,0.6509224583662891,0.48117010121676446,0.9326962682351054
108,0.28057140062502384,0.8819748351186928,0.6501504076408899,0.4825107549906382,0.9327605208664457
109,0.1335003154720932,0.8986255680019528,0.6691715710854959,0.4852642774785272,0.9338905676982785
110,0.17441178512859243,0.924807649405406,0.6982763193154061,0.48487566936833304,0.9337692063217561
111,0.0988798798015589,0.9060079144545443,0.6730700831466782,0.4822500485434623,0.9324135715810478
112,0.22826446307584997,0.8866377195104975,0.6503020264612075,0.48173380052222053,0.9318159997669316
113,0.9023304020999107,0.8055964032564161,0.5724008417104045,0.4812507825604835,0.9320591294833203
114,0.871772583659504,0.8720719571022096,0.6287062652586566,0.4817674707125744,0.9324689287033887
115,0.9105263637552719,0.8701922892635127,0.6213674940029542,0.4834653416285427,0.9319339359556179
116,0.8251550676410404,0.8739844508951788,0.631405227662294,0.4856949779775084,0.9296330972522459
117,0.5546264855705582,0.9019277052526251,0.6657150860208525,0.4882320657134592,0.9326508932404168
118,0.2935399665865691,0.8917966053333101,0.6569219200238968,0.48669795840157887,0.9321883564353615
119,0.39799608322838953,0.8476923521398234,0.6096712091047023,0.48407315064210155,0.9312777260944177
120,0.5741266947078918,0.9122813819928056,0.66458704671024,0.4838835958075441,0.9311141479829347
121,0.899809224545016,0.917124102009626,0.6832109197784321,0.4838780173676794,0.9325825246982582
122,0.8351436176654266,0.9250125812385178,0.7312018840040825,0.48271008858768855,0.9316974290745517
123,0.8232213623127711,0.9239436719430626,0.7528273538568729,0.4831670841339188,0.9325354344575127
124,0.9220085446539833,0.9231622792158873,0.7594945959912829,0.4825352258695051,0.9331450269697414
125,0.8996975643665571,0.9223273353491538,0.7291649845828246,0.4805272576465605,0.9322128915017572
126,0.9003224207669106,0.9179119975269361,0.7339215847517888,0.4806470247621377,0.932053443944979
127,0.8873551567051114,0.9201624948655387,0.7371047255009653,0.4809515580492033,0.9328256306669871
128,0.7205511608566789,0.919239121297639,0.7472541926629254,0.48072973541019043,0.9326136066418258
129,0.15043373953022135,0.9147883006193782,0.7246717946306445,0.4806754113785218,0.9324151861193499
130,0.2411110753269474,0.9021094952184905,0.6934198231505679,0.4800379343325355,0.9324716810948964
131,0.6722558812740664,0.8480227080661461,0.6215411453541488,0.48068949134235683,0.9318189474691337
132,0.8287501106218912,0.7920966391298615,0.5743438932171147,0.4805142542262557,0.9333974185714434
133,0.7828567770829551,0.823011091292802,0.5894072305983805,0.48169914645968165,0.931932746970927
134,0.7078665037968024,0.8332761026365062,0.5879025552150483,0.4834197878623512,0.934290926803214
135,0.2645694748442582,0.8997451168545217,0.6516113992322058,0.4824094806507339,0.9323651132907619
136,0.1005358379792793,0.8785956134374587,0.6311889534115466,0.4822992718463346,0.9320305594885977
137,0.21818930990459864,0.9153317222474311,0.6912624479901162,0.4814840677079861,0.9327814365177174
138,0.28266629708070956,0.9031854246218278,0.6638995984023423,0.4813420810008952,0.9326588983695698
