sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5
0,1.048539764311344,0.03106555092529839,0.042054694707954976,0.0036582870903202336,0.4035571282726961
1,1.048539764311344,0.03106555092529839,0.042054694707954976,0.0036582870903202336,0.4035571282726961
2,1.048539764311344,0.03106555092529839,0.042054694707954976,0.0036582870903202336,0.4035571282726961
3,1.048539764311344,0.03106555092529839,0.042054694707954976,0.0036582870903202336,0.4035571282726961
4,0.4748228635306554,0.03117706522542696,0.04236365555247079,0.003661625580360428,0.4034496706768148
5,0.2420157084420147,0.031297429284863565,0.04254686549621878,0.003679231729987631,0.40350818525840393
6,0.17522072038117142,0.031673133541593845,0.04280308600889482,0.0036563489340035726,0.4030852719179875
7,0.3104141554064299,0.03207679860163082,0.042946260664565195,0.0036343445436619604,0.4024739605695574
8,0.5686738141138745,0.03213792079697675,0.04294405766056564,0.0036097896357634163,0.4029789435203086
9,0.8014788900103729,0.03172563054679256,0.04252400120423705,0.0036347162591560123,0.40464389792381017
10,1.0,0.030986261789630043,0.04188496920107965,0.003753703299397948,0.40870009951727115
11,1.0,0.030986261789630043,0.04188496920107965,0.003753703299397948,0.40870009951727115
12,1.0,0.030986261789630043,0.04188496920107965,0.003753703299397948,0.40870009951727115
13,1.0,0.030986261789630043,0.04188496920107965,0.003753703299397948,0.40870009951727115
14,1.0,0.030986261789630043,0.04188496920107965,0.003753703299397948,0.40870009951727115
15,0.47404356002384784,0.03096344986920485,0.04181150744179485,0.0037506825063939875,0.40870003117424003
16,0.9400014408872853,0.030982409302614422,0.04191488176558045,0.003751962618762761,0.40886319930834114
17,0.7010165126175985,0.030961694707189014,0.041974551130223636,0.0037618866571391685,0.408635800545625
18,0.49660951962114497,0.031063000906823568,0.04209185986741537,0.0037595593794296223,0.40855071208174654
19,0.47181497038269715,0.03133909509600319,0.042220849188322584,0.0037573902639284062,0.4083350333193323
20,0.6376315279179798,0.031496909612544366,0.042338196338845946,0.003741364626282384,0.4082310818539471
21,0.6170298513885645,0.031132831305741182,0.041486481908366346,0.003724139914098812,0.4086735288012836
22,0.23991703662795938,0.030443553433799564,0.04071183037493842,0.0037445201814529927,0.4108396060326094
23,0.17584764609626502,0.02993960658905559,0.04036748941497559,0.0037339073191742234,0.41125257594995657
24,0.3131609373289861,0.02884931540792801,0.039905570494978004,0.0037260521701379945,0.411564946913086
25,0.9353911421255641,0.02885907936751242,0.04050885224487244,0.0037470777796589916,0.4094902187835653
26,0.738489587621382,0.03005394195633737,0.04184319301709005,0.0037760234477508536,0.4057147768661433
27,0.1650637180030694,0.032476639414563246,0.043809430515403425,0.003496943783595996,0.39486029062618266
28,0.2949519491565068,0.03347062736548401,0.04400091149977681,0.0033197694745767947,0.3937819524106956
29,0.6274492613264764,0.03356362624698139,0.04362389240757003,0.003155791231605365,0.3943362547856454
30,0.8934395064513337,0.032663892003017225,0.04295136204123162,0.003326137518520178,0.39870634195068144
31,0.22051642725506648,0.030940536999262802,0.04170677990682459,0.0037671973698626404,0.40986850767594296
32,0.311584075582625,0.03064131702496442,0.041524311971010586,0.0037797078800045902,0.410655431861331
33,0.569198993660379,0.03061184015526519,0.04153462801087715,0.003786270927085611,0.410198131505074
