sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9
0,0.9174976130073039,0.02478278663134359,0.13736106168951456,0.011187615274721563,0.010592359909159188,0.00011699605535420154,0.0003587704841917505,0.0010465194063248306,0.7338876236444654
1,0.6767294220699417,0.025102656821974434,0.13830051471290739,0.011521289554636382,0.01078561753063545,0.0001202062859978481,0.0003575366151313819,0.0010269673584083483,0.7344100775208529
2,0.6400178345166117,0.02440055670724517,0.13824979379629798,0.011751199331487161,0.01088577335955676,0.00012302492487714645,0.0003570676239855741,0.0010212495634007723,0.7350453410594222
3,0.916677079090748,0.023448478419619168,0.1376704695191482,0.011602808886670424,0.010753800082826781,0.0001237821558699448,0.00036028599375714787,0.0010422794158964077,0.7334666771127198
4,0.21150025579227227,0.023112170354436024,0.13726809220741132,0.011465471034436403,0.010648714914913593,0.00012138551016882548,0.00036265116498634953,0.0010594533241683468,0.7335018207722523
5,0.06098836998558277,0.02320588467265161,0.13683627700083711,0.011303042051508005,0.010574076567642421,0.00011931076608762137,0.0003618084941048316,0.001061651544283615,0.7339472757355829
6,0.6277789476052895,0.023743698466311636,0.13702498328923918,0.011301906697024022,0.010607436532180992,0.00011846592913944409,0.0003596860170228533,0.0010468588325169836,0.7338489347030794
7,0.9221201187511407,0.02422600468576519,0.13748576446158978,0.011313319911018804,0.01061804238634001,0.00011931029013378947,0.0003608733071508441,0.0010436650980629736,0.7340988000595101
8,0.7470384791178035,0.024492291683245626,0.13753826808805725,0.011371924924402421,0.010670455527053813,0.00011957656926175897,0.00035990230729043837,0.0010349592911460537,0.7339227649090911
9,0.33195476806520385,0.02480956993284078,0.13776172749549076,0.011460493619943168,0.010720045298490022,0.00012025150379435523,0.0003589637363707876,0.0010295198242967762,0.7344379577631395
10,0.19270203779671535,0.02489596451991305,0.13836422944350735,0.01157593726166195,0.01077731206106236,0.00012108137368815886,0.0003588832375166495,0.001030671683283968,0.7343702481865778
11,0.2036213492338418,0.024987555662909777,0.138902058478527,0.011563904572398198,0.010762167872846562,0.00012434706992259237,0.00036150348435315394,0.0010407276479339478,0.73408351168824
12,0.2188838941126483,0.02539199505019918,0.13869272178695535,0.011503709541975216,0.01074831339343263,0.00012379765205361437,0.0003603119184292236,0.0010496207208927633,0.7335398263090336
13,0.14394123764166855,0.025251115750893227,0.13838313784014178,0.011584159437508346,0.010805851018900747,0.000121273413951406,0.00035765857730962747,0.0010411215335524027,0.7331302028512563
14,0.19999010218254132,0.024525332756752838,0.13877670511242846,0.011669666227382414,0.010823326099581587,0.00012470542153975028,0.00035997649034602563,0.0010537582089141795,0.7328112114969854
15,0.4198422642247065,0.024162606937758957,0.13834156471298442,0.011508091647226437,0.010714140414716966,0.00012442664232237277,0.00036212061493123837,0.001077986435381817,0.7325175299636875
16,0.26141568232628243,0.024167073116693416,0.13780743629071335,0.011384768691100833,0.010651502758754594,0.0001200191736986378,0.000361394398451953,0.0010883595897558385,0.7318595554160514
17,0.1610815188527872,0.024429701058206965,0.13730777741519917,0.01130431435807322,0.010623948989672005,0.00011904888639202582,0.00036142330721400384,0.0010938240583739933,0.7321057782676847
18,0.12896718939140794,0.024649750041750185,0.13777694851186617,0.011326925962859224,0.010644686924103586,0.00011926853626442746,0.00036117396379176103,0.0010935563587604058,0.7320212783188929
19,0.08906710117092764,0.024880787240617375,0.13837451232287012,0.011428268270591624,0.01070769437799235,0.00012041444465005213,0.00036057372482578565,0.0010925456636652342,0.7318055227625625
