sample_idx,Layer_1,Layer_2,Layer_3
0,0.9090984097963106,0.069942388625443,0.17464110992204296
1,0.6688293370274426,0.07015717117733722,0.17513664337593293
2,0.7240938597680978,0.06902649119416437,0.17470077690354924
3,0.9041616748597895,0.06804547131402638,0.17307322409308368
4,0.18396058304174245,0.06711403227721802,0.17228084782085662
5,0.09854994201028722,0.0671739143771638,0.1720856244330924
6,0.6552263236889889,0.06900534714412976,0.17382434552183978
7,0.9111561251910415,0.06856785325668635,0.1737367187001727
8,0.7177068469365331,0.06956230830787524,0.17476630843865304
9,0.3403787683949754,0.06933808785992723,0.1738669816583972
10,0.2021387177369205,0.07007830473803045,0.17453143591005338
11,0.1661622945581206,0.07042186348305635,0.17340237110829848
12,0.18121801658170278,0.06987079195540324,0.17282305299351686
13,0.19299860950712833,0.07117454059197781,0.17467869626250365
14,0.2397868236084344,0.07072451645719557,0.1731431295303113
15,0.411419768076527,0.07006384724020076,0.1717301201861563
16,0.25552656429528053,0.07021972908058183,0.17227543244145282
17,0.13886594651436002,0.07088740670834881,0.17230817088586015
18,0.09649667258413464,0.07149539924456316,0.17290563567108375
19,0.06650402104388675,0.07119618258762594,0.17237581529449353
20,0.04424266951426281,0.07267909588916677,0.17340061718922306
21,0.05998568175268604,0.07122983845893716,0.17147113275742254
22,0.505481571997157,0.07192541776265005,0.17207688122775966
23,0.8862072495706393,0.070493695514114,0.1711911765988796
24,0.4863347587846174,0.069501129828898,0.17065238315446785
25,0.23365651082854744,0.06766675817170675,0.16908219206110053
26,0.0659394500904048,0.06592441804771199,0.16893997156897345
27,0.061009005079580625,0.06591792873089397,0.1705749040252158
28,0.12534575730659592,0.06598576958053182,0.17072432259287518
29,0.22663519257435216,0.06636519879883718,0.17080376201339253
30,0.3292637940768808,0.06777143310829636,0.17458338081303315
31,0.04658931690977319,0.06805124545682195,0.17497627943769056
32,0.07884897195383678,0.06718965187296955,0.17425587149815935
33,0.0665603124188392,0.066774864549208,0.17419692696208855
34,0.21216196472345428,0.06673900345045736,0.1737271910484881
35,0.7447300555010488,0.066544467448857,0.1740638698633341
36,0.9043164083710407,0.06700588844728339,0.17465584712407733
37,0.5155941807594382,0.067893069410768,0.17578227127542745
38,0.10571093945686572,0.06815903475578122,0.17646128050724896
39,0.24824333604038962,0.0671558642115776,0.17427968959460294
40,0.3442239386479301,0.06717442654612582,0.17436687592608724
41,0.28638568382001084,0.06815233767795781,0.17465097678402364
42,0.43754307928319025,0.06780093472844118,0.17378458247948625
43,0.9374244811722047,0.06731072642314062,0.17364626178031017
44,0.6095289787487728,0.06820412151862199,0.1750445899677977
45,0.38521048374443867,0.06601846976026238,0.17347274123570566
46,0.1147817861386039,0.06600017833561045,0.17304065607493824
47,0.06409835473080616,0.06555425743718923,0.17366737246867758
48,0.07547558450734082,0.06633913461570962,0.17493622419843136
49,0.24129302783811468,0.06584774797888315,0.1744301262465603
50,0.6003212584633735,0.06700177482185243,0.17665886144563225
51,0.7223749331524538,0.06585071844777135,0.17532709310819672
52,0.6317523250591516,0.06643841475739243,0.1761441004875819
53,0.7875524279629642,0.06576255955937238,0.17595368207692297
54,0.871511361817657,0.06626683566757119,0.1751033958201652
55,0.7261138557501574,0.06568486591873157,0.17468774752984928
56,0.7234520220443955,0.06674067882827461,0.17569128363763198
