sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9
0,0.32973790580989326,0.023767074074123373,0.13887487068124527,0.012047956535721438,0.011016266811974762,0.00012940391481275348,0.0003528044377547612,0.0011178690166220306,0.7483860526543261
1,0.659180598039981,0.02390850150792323,0.13906484382468753,0.012125341982337168,0.011077027223098779,0.00013010573614780085,0.000351004571397584,0.0011294224857419932,0.7481574656122936
2,1.0495167722577725,0.023900558660200244,0.139041616419748,0.012112307461941252,0.011060710908006754,0.00012979188314143908,0.0003523907334725962,0.001130913718925819,0.747860033017563
3,1.0495167722577725,0.023900558660200244,0.139041616419748,0.012112307461941252,0.011060710908006754,0.00012979188314143908,0.0003523907334725962,0.001130913718925819,0.747860033017563
4,1.0495167722577725,0.023900558660200244,0.139041616419748,0.012112307461941252,0.011060710908006754,0.00012979188314143908,0.0003523907334725962,0.001130913718925819,0.747860033017563
5,1.0495167722577725,0.023900558660200244,0.139041616419748,0.012112307461941252,0.011060710908006754,0.00012979188314143908,0.0003523907334725962,0.001130913718925819,0.747860033017563
6,1.0495167722577725,0.023900558660200244,0.139041616419748,0.012112307461941252,0.011060710908006754,0.00012979188314143908,0.0003523907334725962,0.001130913718925819,0.747860033017563
7,1.0495167722577725,0.023900558660200244,0.139041616419748,0.012112307461941252,0.011060710908006754,0.00012979188314143908,0.0003523907334725962,0.001130913718925819,0.747860033017563
8,0.6028926501007044,0.023385059669338792,0.138858241540734,0.01211266331210925,0.011049463216916022,0.00013011924656702867,0.0003524051101090331,0.0011309163947830214,0.7478601782445101
9,0.3637783826330401,0.02275095338976696,0.13812565487984196,0.012105647309069156,0.011025824802568418,0.00013126430647203424,0.0003522816688648067,0.001129997961674012,0.7483606653618985
10,0.2563382189678872,0.02229088958659775,0.13744713849167345,0.012016142966981613,0.010952426283178829,0.0001276950196480442,0.00035251831081895,0.0011284621122209515,0.7483664541855926
11,0.25112977552212434,0.022313887085744444,0.13717333979695867,0.0117708570764814,0.010791853788153616,0.00012603835685376374,0.0003558316633903713,0.0011188589154458306,0.7490066730709957
12,0.3316624859510505,0.023220770748132002,0.1384571637365285,0.011879870794607617,0.010894561420265236,0.00012939342288442734,0.0003547314890249842,0.0011193028027900453,0.7500666994439154
13,0.6582115585718671,0.023987670038824627,0.13936681377299764,0.012335395816005623,0.011214010587074386,0.0001311065442227699,0.00034315302541776393,0.0011706456239229945,0.7535498851700035
14,1.0646653729335402,0.023885871293264804,0.13928941333558975,0.012212470632142813,0.011128791111484793,0.00013328118425481872,0.00035020061492274657,0.0011788189243470137,0.7535497382338237
15,1.0646653729335402,0.023885871293264804,0.13928941333558975,0.012212470632142813,0.011128791111484793,0.00013328118425481872,0.00035020061492274657,0.0011788189243470137,0.7535497382338237
16,1.0646653729335402,0.023885871293264804,0.13928941333558975,0.012212470632142813,0.011128791111484793,0.00013328118425481872,0.00035020061492274657,0.0011788189243470137,0.7535497382338237
17,1.0646653729335402,0.023885871293264804,0.13928941333558975,0.012212470632142813,0.011128791111484793,0.00013328118425481872,0.00035020061492274657,0.0011788189243470137,0.7535497382338237
18,1.0646653729335402,0.023885871293264804,0.13928941333558975,0.012212470632142813,0.011128791111484793,0.00013328118425481872,0.00035020061492274657,0.0011788189243470137,0.7535497382338237
19,0.6082587152423896,0.02415482349611442,0.139453374029481,0.012241007966495632,0.011155432250134822,0.00013329952120855193,0.0003502138883499928,0.0011788189243470137,0.7535497382338237
20,0.37142175714181347,0.024515080075185547,0.13978979921666923,0.01223747486500637,0.01116361814457878,0.0001332785839052164,0.0003498469444052077,0.0011807348459631495,0.7533832305787376
21,0.2613554998584794,0.024787228117802762,0.1401419197270547,0.012271681985113192,0.011208453394025208,0.00013418898148698233,0.0003499006588756348,0.0011804755673235912,0.7532216053766438
22,0.2502452156239481,0.024808440474337834,0.1402644499291008,0.012394069243762185,0.011285280587485236,0.00013588016870802466,0.0003469925516238481,0.0011887037205924322,0.7524087077951453
23,0.32742239325494993,0.024247250682214005,0.13968257154193509,0.012370590840049212,0.011250930965813977,0.00013379162684901136,0.00034769126337619305,0.0011873157622266373,0.7521282133266836
24,0.6600658893790123,0.023857203704717778,0.13910866420721946,0.012109115324627218,0.011063908558110791,0.00013119244048320766,0.00035511261008980277,0.0011618213089218399,0.7499966414649386
25,0.6053872179739752,0.023743194421130043,0.13907955698562302,0.012155513063670242,0.011084427192832425,0.00013063324547080146,0.000350735343710773,0.0011557119508788238,0.7496924635372602
26,0.3516064839069808,0.023587891968317565,0.1387852806013703,0.01216795483018196,0.011089323258469008,0.00013004342245115375,0.0003507934596771456,0.0011557212652751891,0.7496925073991942
27,0.22118962012328391,0.023478440244631638,0.1386174156056943,0.012165666918238949,0.0110796175234128,0.00013092926642421787,0.00035075626964198303,0.001153260349847418,0.7496567983360733
28,0.19166428540451286,0.02348046912242685,0.1385687383190467,0.012033353304656047,0.010998328810033153,0.00012927585640398753,0.00035240907339395555,0.001149266550613981,0.7496283797299363
29,0.24513666609082085,0.02367235545414459,0.13925591919005076,0.012114917141625381,0.011064379299304816,0.00013260975529161279,0.00035165386804603127,0.0011531138698643861,0.7504510337804808
30,0.5037504044801272,0.023823392136132382,0.139375657863546,0.012201288932660037,0.011129223907687225,0.00013159346804481054,0.0003486034962300044,0.0011667040042979693,0.7520648132878315
31,0.6594383772165269,0.023841843990433653,0.13916741142918043,0.012129967348204374,0.011076074290489624,0.00013076489804642044,0.0003524790621728391,0.001164213436936401,0.7518134248633194
32,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
33,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
34,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
35,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
36,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
37,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
38,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
39,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
40,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
41,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
42,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
43,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
44,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
45,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
46,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
47,1.0646348449205205,0.02387906167808962,0.13923888920894623,0.012183685374281605,0.011112042300115754,0.0001314723286836017,0.000350833148457963,0.0011687994869632456,0.7519796239908162
