sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9
0,0.17463252278482844,0.024511963854357388,0.14120080085871156,0.012671158729343213,0.01162342729447885,0.00013894361745603323,0.00033762815537474733,0.001439591304372434,0.7653167621872394
1,0.1101521449628492,0.02459190035194081,0.14008043288256855,0.012776233562696748,0.011967685332228029,0.0001445265475892299,0.00033552061954900125,0.0014352206434076198,0.7656285794306795
2,0.0898081129859224,0.02422728717682865,0.1400984366143352,0.012675354129953242,0.011697561903293185,0.00014135876742038533,0.0003395223408639847,0.0014065246120169572,0.7659722446268069
3,0.1898344304111148,0.02436236950230275,0.13874063538936598,0.012459877713050016,0.01183879203620819,0.0001436076231493555,0.0003466661840939578,0.0013739338387107614,0.7602566874470359
4,0.14016507927228083,0.024713884163113153,0.14019635996160917,0.012558532430519187,0.011500566320617578,0.000138161854413954,0.0003404946664276043,0.0013715791108978026,0.7671413876490618
5,0.06860856054413522,0.024733682242234822,0.14050725869069203,0.012549387791884414,0.011455086674171167,0.00013796005852939608,0.0003409996433524354,0.0013698689525275531,0.7676673534976144
6,0.09110196012518956,0.025109159721309227,0.1404690704964271,0.012512793246349796,0.01161547695030718,0.00014138797140517134,0.0003429001800435705,0.001370721094547389,0.7594255503721485
7,0.11857851446143419,0.025822344103882178,0.14136588471445088,0.012647432144176407,0.011566891634022802,0.00013969776364597397,0.0003382242430688409,0.0013723125520828106,0.7640661698441955
8,0.05203779828589439,0.02634419815079203,0.1413145007248171,0.012793710975667394,0.011913895879542946,0.0001455369425271691,0.0003351726947335987,0.0013759283689019908,0.7568012679166114
9,0.055363346697105964,0.026490271585363767,0.13940789499539963,0.012800884141678015,0.012491058635445196,0.00015412933822478436,0.00034036829503802934,0.0013706944172116042,0.747056580973328
10,0.03450138917582901,0.0263676760250392,0.1391927181793411,0.012961047050903174,0.012623635194556782,0.0001566321564380191,0.00033638541773939323,0.0013708255005804304,0.7465994836765237
11,0.11199420962936413,0.0254362888713896,0.1398234403565919,0.012857309096285019,0.012211537401239037,0.00014861985797798294,0.0003360228745550309,0.001333701920098851,0.7491382441082906
12,0.4030538850154114,0.024661571580609998,0.13763094874825,0.012714027939323191,0.012490434327509625,0.00016253802174237553,0.00034811649142962864,0.0013144068540904552,0.7496500648174806
13,0.5481001843376823,0.024959620726607845,0.13737853512205223,0.012437459284667551,0.011933081662605649,0.00014781533865804164,0.00034673258243078653,0.001279788931272452,0.7531614415330585
14,0.394967129882681,0.02513244116451696,0.14017426482214546,0.012398236310653177,0.011278862926324407,0.00013531569186497894,0.0003445007221349883,0.0012463407545754146,0.7544657343802138
15,0.3304626386430979,0.026465939930093607,0.14043255469654792,0.012080993657674566,0.011270445628620562,0.00013981933872941887,0.0003542550118166288,0.001224458239511228,0.7553049397107374
16,0.24442591721234463,0.027610688949857187,0.14226000007283257,0.012272258017435145,0.011313261311466039,0.00013755402177484388,0.0003492226379151475,0.0012313509082731988,0.7552431502162795
17,0.12961022755117058,0.028191700629286,0.13956627551092926,0.013816020282441555,0.013467124277543152,0.00017040818567437555,0.0003177920288087721,0.0013200967585590417,0.7515660522137058
18,0.15359403013244788,0.026124179388954394,0.13893218331549073,0.01302209775314378,0.012822151253542247,0.00017078744397380774,0.00034191515368764414,0.0012907502122599945,0.7492222788801667
19,0.31923897758068176,0.02555720345877399,0.13824085701041766,0.007986662920261955,0.004465986689293655,0.004547840293645966,0.0005195236651299728,0.0013400025269919569,0.7982035125863769
20,0.08477543569404122,0.024604136843440982,0.1405920018150043,0.012425119982092392,0.011355207758537156,0.0001355142088510508,0.0003464633722204402,0.0011706423386558251,0.750794586375322
21,0.4152957241635232,0.02482176715407325,0.13931641653234494,0.012195205255539632,0.011350000114345393,0.00013860317133640443,0.0003512774994551826,0.0011310808914891668,0.7490884938440279
22,0.3352428940232447,0.025307336561830818,0.13892358176743114,0.012180277207968992,0.011396421155705605,0.0001383651072404124,0.0003501451359996244,0.0011177675622128236,0.7491790790856755
23,0.23496090814866355,0.025346031314263162,0.13930761750266707,0.012134142101274392,0.011317946828867775,0.0001374842666056475,0.00035403840000636233,0.0011226930539960378,0.7493798077012979
24,0.42550937822102075,0.0251563813838388,0.1400233302311087,0.012024511640018387,0.01108280852519139,0.00013267649820880578,0.00035638808724980375,0.0011069501391880454,0.7491663882964049
25,0.7502047880066353,0.02501587352973922,0.1402114522266139,0.012299963069007158,0.011387579777687562,0.0001375131121623685,0.00034900468695320264,0.0011169514896075539,0.7485900818582583
26,0.8213648472172415,0.024055268031287214,0.1398429179376165,0.01259778062668837,0.01144956197714564,0.00013747180343959275,0.0003406419367799618,0.0011323218536404278,0.7475031215454129
27,0.9237745846211181,0.023408318044563226,0.13857161040569077,0.011992465354850768,0.011138078313222777,0.00013514162214922631,0.00035787133710663,0.001085697066860014,0.7489138264618496
28,0.5836559998151142,0.023672955400558804,0.1386012583039421,0.01174382410457897,0.010829910698679557,0.00012929253826754472,0.00035982858010397134,0.001062139835274034,0.7494662307333639
29,0.6249089120559164,0.023949858837169602,0.13845893828664346,0.011873480391112023,0.010941396050110352,0.0001271818375108147,0.00035235541046363394,0.001076759652663628,0.7491552031802748
30,0.7753642920900862,0.023798160642734212,0.13861544737954345,0.012151809577317985,0.011095753916227968,0.00013019241673917215,0.00034930614788475367,0.001103601883569616,0.7480883876543234
31,0.8310519818893163,0.02363508232026379,0.138764128319525,0.012086721560405578,0.011039507642711222,0.00013236131051641564,0.00035219471472480723,0.0010957672173456112,0.7488916021195573
32,0.41513285241731523,0.023405157854408443,0.13924208883009415,0.012022262548348372,0.011013022872688016,0.00013187469775777227,0.00035407960118560844,0.0010943734597915755,0.7490362194401778
33,0.1387630547485894,0.023290215988639562,0.13913871338111172,0.01196417217527701,0.010976838769139574,0.00013013302007258698,0.0003536992315633647,0.0010898421409294423,0.7489964329727055
34,0.10308390078405794,0.023102342218901173,0.13842390892846057,0.01194240037430161,0.010976434012638814,0.0001278518991726374,0.00035093909614758445,0.0011046730735724264,0.7485014651437353
35,0.3891165159091142,0.023373251484101187,0.13863091585353005,0.011956409754580566,0.01096499232173398,0.00012903572133804442,0.00035384737094301677,0.0010930906952736352,0.7491003260382775
36,0.6357140886074397,0.023549162574717397,0.13844527523227856,0.011943401902599016,0.010961098446994777,0.00012878651738279512,0.00035317579565674606,0.0011039364262501739,0.7488869565646463
37,0.8446502536495952,0.024205566334992823,0.13912396116097236,0.011940768258499213,0.010976391685875053,0.00013137101034899068,0.00035493298206634716,0.001093575558351212,0.7492830469693391
38,0.5826390285447389,0.02437266520964365,0.1392092919549094,0.012105624694794037,0.011087137684409831,0.000131059051005189,0.00034974509366880735,0.0011215343266786082,0.7487970825373008
39,0.06432890033144956,0.02438754682469857,0.13974217980784998,0.012184171749545225,0.011149404389542372,0.00013323184276803346,0.00035112520337876596,0.0011238888177983464,0.7487085397263692
40,0.15715741800839012,0.02419695720180237,0.13965462151866925,0.01211776441415624,0.011094149534657594,0.00013127079341257453,0.00035272583732381957,0.0011249501709221787,0.748521452348569
41,0.2201001870437589,0.024393310605623553,0.13983289793021514,0.012083168535895972,0.011074711719154195,0.00013166106983919512,0.0003533036200094042,0.0011166623910201512,0.7484956298966856
42,0.2597220627244461,0.024290749467322792,0.13956076326896538,0.012133445668425558,0.011104278715945215,0.00012970942978840494,0.0003508602688195861,0.0011252435059480037,0.7477649956602568
43,0.7948541023031832,0.023974640704439776,0.13912919197231666,0.012089996231093636,0.011063895342860786,0.00013051831522703505,0.000352376467292026,0.0011127898065446118,0.7478665011720333
44,0.6706021843783522,0.023270795517279175,0.13860637079535854,0.012140254397630001,0.01108600388123504,0.000130018240889207,0.0003519204503535933,0.0011102963154332457,0.7477970610120535
45,0.3745515614871666,0.022517675851010055,0.13818842804307752,0.012122615283568616,0.011045950787825554,0.00012979801184398454,0.0003509716915127692,0.0011008509146012146,0.7485760803466313
46,0.13496582150812797,0.02179415859248157,0.13791751232984062,0.011906566399059959,0.01088948799576539,0.0001306196592300024,0.00035582229631681006,0.0010907651212628267,0.7495122556058627
47,0.010528706661719567,0.021558754553863024,0.13746062479700738,0.011708213751045249,0.010752755761927246,0.00012665104943843097,0.0003573865019099731,0.0010823598248391741,0.7494946311815883
48,0.022539329716448453,0.0211895978511476,0.13645174066009502,0.011691253051795636,0.010773578321361166,0.00012419331610280526,0.00035277941455125195,0.001101939135580432,0.7490368792971183
49,0.45631404971431444,0.02193023992826859,0.1365779089010073,0.011612914686311426,0.010720234540099849,0.00012393325808024436,0.0003541099038172346,0.001109786781424038,0.7501825723313054
50,0.852068534585414,0.02305419445329504,0.13753702590565353,0.011652037655307979,0.010793265804334373,0.00012326385022476405,0.0003532194199530325,0.0011387722800564326,0.7503313669212265
51,0.9562977248467557,0.02462340486944259,0.1396516218202546,0.011702963922475607,0.010859342059159172,0.0001256542798824256,0.0003561005737480194,0.0011497427966745688,0.7527682872419479
52,0.6248961755409081,0.02579184571072557,0.14141357620857542,0.012315803927941849,0.011294429745157153,0.00013266842101322673,0.0003438811939467934,0.0012064031053914404,0.7543869567549204
53,0.2801389393782342,0.025262277531985955,0.14094615622316398,0.012714989865902027,0.011540345965923238,0.00013512586001684923,0.0003349809413908389,0.0012465518032781508,0.7516086148038409
54,0.3454750759295355,0.024312403970730423,0.14028326614282682,0.012105443192256038,0.011137052303114015,0.00013410098942001625,0.00035732984253544764,0.001179297368901211,0.751788972050984
55,0.24889931227795203,0.02455401668959678,0.14039780236250965,0.012220206025091218,0.011200431184865245,0.0001343345233549842,0.0003519169868432259,0.0011590792129599903,0.7511564425246342
56,0.884727705872107,0.023585217010044568,0.13977323143081044,0.012225943855703414,0.011172869819514042,0.00013113100990236326,0.00034895446839922073,0.0011642414336120455,0.7498758773738772
57,0.7015344724446535,0.02280835317323482,0.13914541955028592,0.012157658946606364,0.011104031024714356,0.00013232405693563987,0.0003532621763614463,0.0011478904097027565,0.7491999032182577
58,0.2629930058487546,0.021995045218837772,0.13747942241923505,0.011978416387883994,0.010954465741076391,0.00012788477276082233,0.0003509948614708325,0.0011394804603226394,0.74846003402207
59,0.10823293634799858,0.021879433786287983,0.1368966629374445,0.01167839760305478,0.010734623965174217,0.00012622770696224528,0.00035801513621536163,0.0011089525009163603,0.7496818602029356
60,0.13897135554169449,0.02255901531157045,0.13761760388664157,0.011753583213858554,0.010814050732117608,0.00012593019270279449,0.00035476027932834775,0.0011198167497483702,0.750208481636195
61,0.38514411165219853,0.023549191092511634,0.1385905569532796,0.011949975394914825,0.010965735955260847,0.0001279776731367699,0.0003516595566229741,0.0011450145528619782,0.7523996313483795
62,0.8307245062492983,0.024003114361167754,0.13882852224142594,0.012048183264632417,0.011049227103817949,0.00012897256665778123,0.00034863611894897506,0.0011784990449915655,0.7540971496967043
63,0.937657619123202,0.024616615585679624,0.13995859943909195,0.012282210960014806,0.011338792110418439,0.00013738485071224105,0.00034670229217803605,0.0011832722887340497,0.755296028448389
64,0.7938385627687161,0.023918937405463248,0.13982681464151014,0.012392895460218378,0.011301530711773755,0.0001347256677194375,0.0003435288459420205,0.0011983610907275732,0.7544875955208508
65,0.5699288382073451,0.023243244417645248,0.13817020524936796,0.01224330897535475,0.011601197282328779,0.00014376200842380893,0.00034983586731396343,0.0012009629506225528,0.753472083982316
66,0.2407365066063022,0.022494840199573596,0.1388639179082356,0.012151370261697547,0.011080856692213814,0.00013216626885859117,0.0003519642959980418,0.0011847488050550359,0.7544292925235158
67,0.056797826714898414,0.022529975831963145,0.13870717164160817,0.011959731170596566,0.010942818470420557,0.00013207190904485078,0.0003561332166234221,0.0011701952849676456,0.7542572149499872
68,0.16873679403107666,0.0231260795608208,0.13877229886624154,0.012003329432759613,0.010991145853814999,0.00012893638616195968,0.00035151681038758653,0.0011806849149643694,0.7548254089971523
69,0.47296189200419014,0.0235067416946948,0.13907475359668064,0.012111546011521201,0.01107686565049204,0.0001309567614303786,0.00034882972460204,0.0012010991694200168,0.7550943541227122
70,0.4728787887427325,0.02357327889376515,0.1391425132401627,0.012219453612478448,0.011141093291454185,0.00013159556880482093,0.0003476926703466221,0.0012170749916483592,0.7544588512715062
71,0.6795532262991766,0.024950784634247825,0.13841658565059822,0.012200418970424787,0.011112812632883218,0.0001319964970531995,0.00035006724232056197,0.0012139204084116173,0.7549218342606442
72,0.41024211121097853,0.025801674879330383,0.14170428509580502,0.012369661994802161,0.011279963546971805,0.00013711123431159322,0.0003464548074889606,0.0012262565012920446,0.7551772515454023
73,0.398530330758208,0.026971366373514827,0.1406455150025423,0.012227555750527364,0.011236776756442746,0.00013675001258239838,0.00035174564478279713,0.0012221698277118387,0.7547232032736196
74,0.4802840926554033,0.027086876600291188,0.14042143048510514,0.012483358270873768,0.011972526838139985,0.00014700803273803853,0.0003457731909255468,0.0012503138180571804,0.7535667537625933
75,0.527066116249947,0.025555884794085215,0.1403754214154973,0.013571529193486809,0.012939541916142439,0.0001567723630924167,0.00031794654487937724,0.001318651537649651,0.7514472282611768
