sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5
0,0.12412992685536983,0.023510648120938837,0.03547467598138443,0.006187620612086775,0.44539362186304976
1,0.38320554440863686,0.023343738151784033,0.03577307007713981,0.0060334466980324075,0.44552774341044377
2,0.4001120243715818,0.0256422645569504,0.03743366834929618,0.005776762346237807,0.44602689988779953
3,0.2893217722034127,0.027152206080715557,0.03826635649342225,0.005541368078331388,0.44697555262308064
4,0.21836802813156242,0.027009037530966395,0.038344113122040224,0.00562655521041322,0.4459624076071955
5,0.20280443940878412,0.026808183045769374,0.038144106645185416,0.005681005661312799,0.4457381086619896
6,0.2634472803420975,0.026417413470569584,0.0379529940841814,0.005701075861057614,0.44487385222080555
7,0.22765438148177863,0.026596188807322396,0.03794686960992,0.005749212462285436,0.44686272064271304
8,0.07473957866237624,0.026454617693983162,0.03763004123784264,0.0058001431801382175,0.44643980802378047
9,0.5427356695315904,0.025057470833844797,0.03676767727089558,0.006050075147805201,0.44504690079112563
10,0.8871317536785435,0.025841981996326813,0.03778549955485255,0.005842443451087198,0.4460921741506494
11,0.9432898650726393,0.026998345316023964,0.038490865293505205,0.005655255225862632,0.4460820082452325
12,0.8629573082399483,0.028383591637509586,0.039278765073124,0.005491950468321849,0.4460945022632764
13,0.9268080190581643,0.027755608385682362,0.038584781448822825,0.00574583166296061,0.44528563981192504
14,0.7264587776747399,0.026835806702243947,0.03789949867653564,0.005830538033223198,0.44363600299718553
15,0.5774207855662132,0.026234989570076972,0.037697769348766785,0.005912887330358774,0.4452521725506662
16,0.6595237583913398,0.026510166863340845,0.03804967280656435,0.0058469066277787585,0.445578013206012
17,0.12796622826600945,0.026819089903962756,0.03828960227311884,0.005871687047468432,0.4457305591703593
18,0.025290723102559975,0.026805636545677025,0.03809106741660462,0.0059322563041419585,0.4440018367207035
19,0.04000985193981721,0.027291067458309226,0.03861846964027538,0.0058816467178760545,0.44395656749624324
20,0.08273912040435016,0.026683079881545613,0.037989303872061564,0.006165378551667211,0.44255817105033723
21,0.38887377170022097,0.02724360665616643,0.03820508464354044,0.005927042928368431,0.44226164086765307
22,0.8103862199866234,0.02606031690521915,0.03715677279277685,0.006121540591643826,0.44237258169491156
23,0.939561578097506,0.0261729995447596,0.037381030464676,0.006164748203802195,0.44262051345657005
24,0.7837738019217589,0.02477938051972539,0.03635654795402998,0.006231080503076414,0.4427054356593617
25,0.5641170564183184,0.02508629475032642,0.03660653603126285,0.006147934952974388,0.4431821020208757
26,0.6127862654247437,0.024919570259156365,0.036667381353709616,0.006037066792845547,0.44499770949519357
27,0.6295964783926592,0.025565558221900764,0.037103040589987035,0.006119236097558156,0.4441666269382868
28,0.6753255398276635,0.025520778964779,0.0371967807436806,0.006040516100270232,0.443703433423282
29,0.7977127274774853,0.025910015076116455,0.03755118346933639,0.006017992050851628,0.4430218691234402
30,0.3317715702394277,0.02614195117011464,0.03782211532375401,0.0059948772819555796,0.44516745354579557
31,0.047923489834958644,0.02540120754572861,0.0371959001854526,0.006171386014222846,0.4438355329570002
