sample_idx,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5
0,0.4975495514431213,0.02967329773924121,0.04010716489300603,0.005158969966940763,0.4500120342377093
1,0.7227767427975754,0.02971321327132459,0.04002897888028001,0.005162159940651945,0.4497594417246181
2,0.8012364229150561,0.028946027437390054,0.03958415859529285,0.005357930037624414,0.4492014905347548
3,0.9844055737453234,0.027520995579772833,0.03864031717881844,0.005718142914092783,0.44953854545478045
4,0.9844055737453234,0.027520995579772833,0.03864031717881844,0.005718142914092783,0.44953854545478045
5,0.9844055737453234,0.027520995579772833,0.03864031717881844,0.005718142914092783,0.44953854545478045
6,0.47520677227772146,0.027633159254228823,0.038960707784047255,0.005724307906214365,0.4494483274011476
7,0.21857495072536226,0.027641161378534784,0.03901105833638985,0.0057348782183967995,0.44906670453417774
8,0.13923561834433063,0.02802866285548844,0.03919283461115963,0.005640603026438429,0.4489765894564972
9,0.3003058295224087,0.028256115456462783,0.03916342976687637,0.005706388442707766,0.4486461755939525
10,0.7338008806059859,0.02850980998188679,0.039168538565793165,0.005578996628498034,0.4485029614654684
11,0.7787045046591254,0.028460847839497205,0.03917091632397518,0.005502951788992405,0.4484541935165628
12,0.9134017998673283,0.027536938728583205,0.03866097899329557,0.005722067808817233,0.44832251586693017
13,0.8821226555362665,0.027398933726216046,0.03874537592891558,0.005626159860979585,0.4490944328638271
14,0.4826546337543498,0.028109375599399966,0.03935292760452758,0.005623775874857628,0.4490966604168005
15,0.414034249771974,0.028156558557644984,0.03915950943063917,0.005503398713757157,0.4489073502019504
16,0.31191957423187344,0.027796764879349234,0.038757645667246154,0.005712314992741052,0.44814800126074794
17,0.3421344975420908,0.028232066979612003,0.03911501043121357,0.005571093169349561,0.44900071561129706
18,0.38837206581503936,0.029520753383136755,0.040260234016782026,0.0050035902879880245,0.4508472613752046
19,0.618609963247567,0.029267357597819954,0.039893978709599986,0.005400802568836793,0.4471852549957366
20,0.8010465428597899,0.029429391272248973,0.039846627335794804,0.00538127786745457,0.4462827958652178
21,0.4744570873161569,0.026620872329569556,0.03785679694939281,0.0059340228384729965,0.4474066926187986
22,0.8565477318454396,0.02642351126988196,0.03771716547991999,0.00593360941604637,0.44735967797200793
23,0.9064949282640129,0.02655624551647895,0.03781132766436679,0.00601767463293823,0.4473932127117739
24,0.7941960103719894,0.027026136016875757,0.03829170954643202,0.005794985303288036,0.4482506818401536
25,0.675048077574567,0.027787119216202805,0.03901394542216041,0.005560686847495999,0.4489622645154
26,0.7022528404707139,0.028056079208332974,0.039084307400149565,0.005629722376192636,0.4468393554028147
