sample_idx,CKA
0,0.49749846009411036
1,0.718622300485228
2,0.7658428719232752
3,0.49306916889104735
4,0.2639250506724957
5,0.6121444414622628
6,0.5963024047405738
7,0.40336823304466396
8,0.21348381600944866
9,0.12445272792058526
10,0.30732909059956515
11,0.5026319558299065
12,0.5116055114172726
13,0.28800411094022127
14,0.14570108165548834
15,0.1701250832949437
16,0.27791810955660023
17,0.3144167292049531
18,0.3727533115837084
19,0.49860690909591776
20,0.34604155174393236
21,0.30128543534880325
22,0.3732991542651378
23,0.3673064632427988
24,0.3161226213983288
25,0.44348820016948876
26,0.6693588166821121
27,0.8809427027249473
28,0.3984243262932664
29,0.14022331281692713
30,0.563543536135639
31,0.6275041783614812
32,0.6820013980159597
33,0.5832417705766587
34,0.10240685493949364
35,0.4569318521794047
36,0.7291775783593659
37,0.8142334176540966
38,0.7254387482304738
39,0.34573282981299525
40,0.4154799993166497
41,0.5602811552217504
42,0.5023486341529103
43,0.4000018117732236
44,0.7333987707629182
45,0.6510299788709237
46,0.3966429672822328
47,0.36055715741268113
48,0.3714387657614441
49,0.2405165531090645
50,0.24666269349527148
51,0.22087788504499262
52,0.4017741846676608
53,0.7584395044359913
54,0.4160466757648157
55,0.3562970212958412
56,0.5369490581715657
57,0.7122227761432027
58,0.6536745439427523
59,0.3390446219572675
60,0.09280626636159561
61,0.2991428883402495
62,0.6948985116622797
63,0.8639859643904644
64,0.742792812176165
65,0.7287153515046016
66,0.8996684106114102
67,0.6212023154224525
68,0.36802533919555525
69,0.30885633601495954
70,0.423914800637053
71,0.40957524924600663
72,0.2674899798808007
73,0.15998935810147852
74,0.23301553020270727
75,0.48260983446696315
76,0.6290134756140315
77,0.29438617379651166
78,0.30302267104864145
79,0.41784567454131727
80,0.40170567439748783
81,0.17113603669975586
82,0.22280805565275774
83,0.4976969815006088
84,0.690019288772058
85,0.5821010398661205
86,0.1584090544030553
87,0.19950012408092566
88,0.32414739695467976
89,0.6302953076778173
90,0.8726873075097719
91,0.6557983617886045
92,0.546287874213832
93,0.6535999439479299
94,0.5846138322842215
95,0.41456580530303566
96,0.3572549159750291
97,0.33206540442964794
98,0.25427850613445613
99,0.2597437923096104
100,0.14000808971767775
101,0.3232606016368039
102,0.5639279563179735
103,0.7293134965165626
104,0.7335937558170179
105,0.8895581443989687
106,0.6584431316565672
107,0.5151489870723747
108,0.5332535442566844
109,0.5438423595877654
110,0.6160746570957865
111,0.3884317369395225
112,0.42098503323148995
113,0.6656077224322228
114,0.5074957791332758
115,0.23421863677824817
116,0.0884315005700198
117,0.18070229418213446
118,0.5448899750949656
119,0.49674474789080214
120,0.4206667537563662
121,0.49722438734702956
122,0.4907171134758338
123,0.34887363436592567
124,0.22504826778319553
125,0.10321993264685436
126,0.33022794740216643
127,0.4711101208845555
128,0.5592398201874108
129,0.47074166308969567
130,0.44453027169075465
131,0.716006683071351
132,0.5139397670449146
133,0.2164105971450252
134,0.09421812225412085
135,0.3636458765844899
136,0.6946268121015298
137,0.46750485803863084
138,0.19431101350110302
139,0.18187783572413252
140,0.15863739428713175
141,0.6344888158790397
142,0.5146225944662609
143,0.47055448454970183
144,0.36363390450826083
145,0.2193577082826904
146,0.11417664962959007
147,0.43864660541126443
148,0.7065265633845041
149,0.5196205201796057
150,0.24306996115664947
151,0.12967907900982212
152,0.21722495859379043
153,0.2645750292954011
154,0.39075952973764405
155,0.45610573148803024
156,0.4786910311959097
157,0.3450439728711563
158,0.41743069285374823
159,0.8940402182553416
160,0.5942187969081851
161,0.6406718161226902
162,0.558263742748755
163,0.3550439311548931
164,0.19034313508735934
165,0.2517248197202079
166,0.3763161059336969
167,0.7528142191256483
168,0.8597688212192147
169,0.760771769231231
170,0.7817478263907793
171,0.4449739255867975
172,0.6731956336575716
173,0.6588937523412883
174,0.6573568654957226
175,0.2709411749566625
176,0.1360800828707437
177,0.205420877215029
178,0.538833134226678
179,0.49804519841161776
180,0.5019811977396348
181,0.34235156543700473
182,0.124966464337402
183,0.19192141877399316
184,0.6381459730659651
185,0.5857754602336036
186,0.4272807421942546
187,0.1754047881314832
188,0.15690541822423454
189,0.2576449928854341
190,0.4476747126500694
191,0.46691739251654074
192,0.453575438789775
193,0.4579480419053482
194,0.21229363611982666
195,0.21629854037657414
196,0.4773519842388595
197,0.7348158573265272
198,0.8120947527666501
199,0.6835383695113163
200,0.7716782151633637
201,0.5457184462816114
202,0.4770295623374058
203,0.6835346469642776
204,0.44692171594384666
205,0.20244433862032996
206,0.16661301988499444
207,0.2849091592944274
208,0.2443513065385171
209,0.30873173462994064
210,0.4076324521424953
211,0.39488159825326263
212,0.6906371724353584
213,0.7120453404289232
214,0.6864647926429831
215,0.4721327234709728
216,0.20969761415920274
217,0.4419055300981918
218,0.4262593698440872
219,0.11431192692017034
220,0.13695345936159875
221,0.35268345839913307
222,0.5949951389988561
223,0.5142322917522808
224,0.3965167498316646
225,0.25636926065585497
226,0.18785548136661967
227,0.23481477846156995
228,0.2457583619087509
229,0.6535552564314343
230,0.5257124675390874
231,0.37166947085502355
232,0.32214560701869
233,0.3676908978784601
234,0.5421287819743995
235,0.7864710464619359
236,0.7767390551956999
237,0.41905855231802513
238,0.5160726278146592
239,0.6635027430291796
240,0.7018197297599889
241,0.3306858393218771
242,0.3627553839316695
243,0.5006503189127026
244,0.5447577830835001
245,0.32941035184372647
246,0.1893079661743592
247,0.20396303121326698
248,0.41985205624358446
249,0.5020812270555555
250,0.4163967045701381
251,0.29740586601502716
252,0.19128313553159437
253,0.26788692095157196
254,0.14776717254493865
255,0.3891112869279746
256,0.43951595370947727
257,0.41074572212924365
258,0.38414149423926147
259,0.2988718799146506
260,0.30794821745770573
261,0.33391152051773687
262,0.29191919058891624
263,0.2221496231325798
264,0.14584112389940018
265,0.34522945286344375
266,0.733372758980243
267,0.5582911936097126
268,0.4713343654179396
269,0.5201049568261359
270,0.502956914632096
271,0.2664191578088815
272,0.22153920776256075
273,0.4685307942928443
274,0.6313090519931563
275,0.37652769165943667
276,0.5923793261649689
277,0.5674927345770705
278,0.3619034866148626
279,0.3683988462173846
280,0.5668425601406559
281,0.5404025491505053
282,0.48727017978159526
283,0.25358288622879255
284,0.18206733882334547
285,0.2257679420341825
286,0.5192689608790606
287,0.4751496218845299
288,0.5471391674554398
289,0.5772361754724149
290,0.6737440934632464
291,0.7626859779165399
292,0.7706351647157742
293,0.5773300821479537
294,0.6692638134822799
295,0.592977928230572
296,0.4302696913530859
297,0.22149723349168848
298,0.38770190173209484
299,0.46287864518860855
300,0.663342549410689
301,0.6431630993953987
302,0.5697614140762963
303,0.3401445823267677
304,0.3699167795409293
305,0.7348278835826985
306,0.34618120116983053
307,0.20866122399399334
308,0.28568173116940876
309,0.531261696729719
310,0.536933323353051
311,0.5973649021713607
312,0.4801794065369819
313,0.16018156296849217
314,0.2427004258084433
315,0.478088034381253
316,0.4889997495479286
317,0.5963088108265446
318,0.6004684159173118
319,0.5841515744916039
320,0.3332924098775343
321,0.19291462019216665
322,0.465664681977379
323,0.8174970559988269
324,0.6928435036383823
325,0.4913352766477026
326,0.7072197127379709
327,0.5733136757540901
328,0.5421018314865678
329,0.2516812265743613
330,0.4886640679075587
331,0.6132243724347333
332,0.6117767250813556
