sample_idx,Layer_1,Layer_2,Layer_3,Layer_4
0,0.4975495514431213,0.02967328776187883,0.19583267882511057,0.20226379517257598
1,0.7227767427975754,0.029713210099359566,0.19749393666403425,0.20216407893318933
2,0.8012364229150561,0.028946022949978945,0.19705506783955629,0.20149030922364863
3,0.9844055737453234,0.027520971894011037,0.19689517103859067,0.19916408979508704
4,0.9844055737453234,0.027520971894011037,0.19689517103859067,0.19916408979508704
5,0.9844055737453234,0.027520971894011037,0.19689517103859067,0.19916408979508704
6,0.47520677227772146,0.027633123009195848,0.19656298656120375,0.19917685166170507
7,0.21857495072536226,0.027641126914989433,0.19630221098093747,0.19915718534921412
8,0.13923561834433063,0.02802865442982161,0.1959805197459994,0.1991715571921404
9,0.3003058295224087,0.028256101761153563,0.19581448996983042,0.19891633158405053
10,0.7338008806059859,0.028509792151838576,0.19632694097169812,0.19931544778953025
11,0.7787045046591254,0.028460865027121973,0.19925807734399825,0.19979144178284136
12,0.9134017998673283,0.027536935717392574,0.20241392888472687,0.20088245363194945
13,0.8821226555362665,0.027398910830399248,0.20110727000479434,0.20058356660403787
14,0.4826546337543498,0.028109356360678017,0.1990268220323148,0.200410393534454
15,0.414034249771974,0.028156545064582428,0.19669503935756594,0.20023401802668972
16,0.31191957423187344,0.027796753594769963,0.20007455168026567,0.19966249760990884
17,0.3421344975420908,0.02823206828267044,0.204275595961801,0.20128582561633035
18,0.38837206581503936,0.029520735802454623,0.20002881090986002,0.20119014350822018
19,0.618609963247567,0.02926732916551844,0.22292483009451192,0.21820799119210377
20,0.8010465428597899,0.02942938064320344,0.20783621665121754,0.20524013954532572
21,0.4744570873161569,0.02662089107457355,0.20968145155143392,0.20571701916590623
22,0.8565477318454396,0.026423514049559005,0.2098140012323636,0.20570732203939923
23,0.9064949282640129,0.0265562425382464,0.20958954179344058,0.20547305023188078
24,0.7941960103719894,0.027026118198475002,0.21052266984913104,0.20600007263781928
25,0.675048077574567,0.027787091126492358,0.2093079893918599,0.20568624330960028
26,0.7022528404707139,0.028056066650053224,0.2221823684762243,0.2169591243553226
27,0.9574494969173578,0.028604335815900828,0.21821945847558832,0.21316035189055593
28,0.22647837996971798,0.026741167653887232,0.21300237564021418,0.2080682746266005
29,0.09576975476149086,0.02619128676348159,0.2133330753014573,0.20787909147587413
30,0.17396033702068403,0.026133442254673622,0.2141505862575901,0.20823439102614794
31,0.3978377989802143,0.026348768964565172,0.21312602748570575,0.2078952831037666
32,0.639994347900442,0.026556978792269037,0.21905707967072452,0.21334398324944726
33,0.8010594626500092,0.02745220285949801,0.20939139932249562,0.205708955792679
34,1.0485268448185456,0.026953649673773006,0.20374748214231397,0.20168385696689428
35,1.0485268448185456,0.026953649673773006,0.20374748214231397,0.20168385696689428
36,1.0485268448185456,0.026953649673773006,0.20374748214231397,0.20168385696689428
37,0.47437027644677465,0.026898822927744814,0.2039242319591884,0.201676231314605
38,0.20622668900836516,0.02685168377187197,0.2041250395354327,0.2016757154994253
39,0.47005715189775144,0.026723501026435947,0.20413959498421042,0.20166188216758252
40,0.573128324286073,0.026686010902698176,0.20427103494348486,0.2016920361602772
41,0.6878734593703721,0.027005414586351972,0.20418401979517564,0.20173288974046477
42,0.7723727341317361,0.027095789976929963,0.20285525755544986,0.2007821616954275
43,0.6970344338338116,0.027785223044704765,0.1989577146197048,0.20026795842941192
44,0.40688825920123384,0.028689201287733224,0.19782849418124304,0.2011845527604038
45,0.18204425861004925,0.029241628749186788,0.19492315030216323,0.20161631251359036
46,0.12783630774486965,0.028141621890005575,0.19774489167854348,0.19930001770597283
47,0.3083229314124176,0.028670751394129224,0.19787123636444381,0.1994941235376192
48,0.5117441599415513,0.028182775889206813,0.20141055449097767,0.20069761395865227
49,0.5678833443934188,0.027155844869379164,0.20933718894213493,0.2058578933532973
50,0.8009719871115377,0.026924348328708048,0.21218521357396625,0.20775692954208236
51,1.0084535196219238,0.026281034364311617,0.21684198402868038,0.21167678475182272
52,1.0084535196219238,0.026281034364311617,0.21684198402868038,0.21167678475182272
53,0.4746920150217864,0.02628094473849918,0.2168430475096239,0.21167648944081996
54,0.2064470857126428,0.026284122590085834,0.21684635748560954,0.211677956986282
55,0.0971046662857804,0.026280109265266582,0.2168457055905728,0.21168065621303767
56,0.16466358899943356,0.026247200572935614,0.21701477470610364,0.21176647241944146
57,0.37761084846392756,0.026267477209031997,0.2167986679985432,0.21162018594458176
58,0.6182503431801036,0.02630776753593922,0.2167643753245697,0.21160513497601008
59,0.8009941354950922,0.026381391450002845,0.21597439897160642,0.2109591162406249
60,0.4739955238320793,0.026201092942556348,0.21691275571672197,0.21133484478759879
61,0.8363569699245434,0.02622874082485882,0.21698642782702837,0.21136156980467946
62,0.9477205000493089,0.02589731144045404,0.21688685318647882,0.21133725146884974
63,0.9477115343587184,0.02614222785818443,0.21654639274888376,0.21143971482627866
64,0.8622523135203684,0.026043156140041823,0.21612458391376677,0.21140264672148001
65,0.8259701602686401,0.026806298004807605,0.21135541994975116,0.207672671511428
66,0.8009501903856867,0.027471029874327146,0.2079203117665368,0.20457211612244297
67,1.0084535196219238,0.026281034364311617,0.21684198402868038,0.21167678475182272
68,1.0084535196219238,0.026281034364311617,0.21684198402868038,0.21167678475182272
69,1.0084535196219238,0.026281034364311617,0.21684198402868038,0.21167678475182272
70,1.0084535196219238,0.026281034364311617,0.21684198402868038,0.21167678475182272
71,0.47416817226892405,0.02621116141542279,0.21709413941063505,0.21165897626287788
72,0.37853160307332523,0.026050753004591587,0.2174657644198389,0.21164233119940568
73,0.3772579013027134,0.02589468989612964,0.2175780830483508,0.21149377389532653
74,0.5486129972668131,0.026028383817332412,0.21805417162696328,0.21182713598144587
75,0.9451788781853855,0.02631771842161057,0.2168768922321581,0.21149471064788006
76,0.6937684217760918,0.026838936384499634,0.220625192466818,0.21567854041573276
77,0.19532207408058222,0.028028363121666455,0.210784951161205,0.20736310978614914
78,0.3103276466835354,0.027009032681666434,0.20912980946586912,0.20583188516090056
79,0.5678833443934188,0.027155844869379164,0.20933718894213493,0.2058578933532973
80,0.8009719871115377,0.026924348328708048,0.21218521357396625,0.20775692954208236
81,0.47358398439751315,0.026087778915678372,0.21750369450145324,0.21163325662194699
82,0.3925167186991556,0.02602870198613938,0.21795524195856142,0.2116519665428087
83,0.4109012216912338,0.02554767632357957,0.21824094162412533,0.2116327369199913
84,0.5996898175151175,0.025380042872983566,0.2181107856311687,0.2116695125558986
85,0.8362424557776952,0.025252734284539446,0.2174235832875352,0.21163758336273608
86,0.9782660496550654,0.02623295460442676,0.2093048056122706,0.20569925197254613
87,0.8010337029953913,0.027538460518087615,0.20069909607688396,0.2001105991704515
88,1.0,0.026896331895596814,0.20482209727819045,0.202265116503627
89,1.0,0.026896331895596814,0.20482209727819045,0.202265116503627
90,0.4744910549257666,0.026844775619608408,0.2049820600490554,0.20226244551739414
91,0.24028070257003875,0.026829936311488778,0.20510358382570792,0.20226972398586007
92,0.17689183699021682,0.02671594471304084,0.20521334761210264,0.2022604514068449
93,0.3116419681437206,0.026660498166897417,0.20519368220405165,0.20227671517753643
94,0.8273031667773645,0.026734459093778362,0.20468533124788046,0.20228024512062526
95,0.42373706521632126,0.026898143895497606,0.2030855431584837,0.20159150947574134
96,0.1767205632874559,0.027548823559201963,0.20096049192613286,0.20061911967928325
97,0.31005672704252574,0.027680166300498854,0.2010628879859665,0.20053362011053177
98,0.5677766943233227,0.027791794405480408,0.20120908631401158,0.20060353290450916
99,0.8010059850610546,0.02743924106624962,0.20411154781972096,0.2019249396321401
100,1.0084566731455522,0.026662192901821813,0.20955402527700295,0.2057119991981604
101,1.0084566731455522,0.026662192901821813,0.20955402527700295,0.2057119991981604
102,1.0084566731455522,0.026662192901821813,0.20955402527700295,0.2057119991981604
103,0.4744181870771451,0.0266072883240136,0.2097309366939485,0.20570092503688786
104,0.19768240484835642,0.02654789089635401,0.20999533507929913,0.20570157916336929
105,0.09407989025217156,0.026366075594493776,0.2102671892700393,0.2057054810037081
106,0.26781671093108406,0.026268971627418813,0.2102884394035346,0.20568386269020655
107,0.5551858346418843,0.026188492340869174,0.21050773104997644,0.20577853840918392
108,0.823343579254096,0.02654998308076717,0.208380205902025,0.2045900046543888
109,0.8527447609453772,0.02729320657459744,0.20705736982626877,0.20384647145696222
110,0.5683241382638077,0.02770838726914915,0.2071901688591632,0.20412033048762213
111,0.6010974175189061,0.027369026107983974,0.20453450202918355,0.20218343431762453
112,0.21268422317366176,0.02687955201517378,0.20403530211926635,0.2016756984271887
113,0.11766086601207082,0.027000360515161193,0.20429500953588997,0.20168028643692149
114,0.6877582834592124,0.026744756675902814,0.20419588924843635,0.2016560048995717
115,0.7178915382363231,0.02670412319518156,0.20336738609267613,0.20154894437396031
116,0.3494425326752024,0.027961465962493603,0.19926530434522383,0.20029104817287402
117,0.17146728679505174,0.02892261614324998,0.19638302231632287,0.19944267626843304
118,0.21813655997798787,0.029079460210479025,0.19826591138177074,0.19971619044384392
119,0.3222769221628248,0.028771947987169644,0.21419717036780517,0.21004329406692823
120,0.3209394190308421,0.028514581517765203,0.2122749453879984,0.20848905083543257
121,0.3105226743116626,0.02701559850763502,0.20797669443520528,0.20487111293288118
122,0.5679841079969421,0.02712170499475597,0.2080574255981391,0.20486686880097182
123,0.800990807495087,0.026915581149751566,0.21037382809206262,0.20638857207261396
124,1.008454606686015,0.026453890538434166,0.2139687586771396,0.2092090491233397
125,1.008454606686015,0.026453890538434166,0.2139687586771396,0.2092090491233397
126,1.008454606686015,0.026453890538434166,0.2139687586771396,0.2092090491233397
127,0.47426466188425287,0.026365141023452,0.2142465486718219,0.20918799993502646
128,0.24000836883268228,0.02631688678600619,0.21451321416780633,0.20919134459901745
129,0.17711154054232014,0.026053158031869583,0.21473407187623372,0.2091939987348297
130,0.3120686595836021,0.025954944550185766,0.21457198720808845,0.20907646160349913
131,0.5687689680684593,0.025879635998821038,0.2143697025875967,0.20912027288364288
132,0.8010491198410293,0.02616572422334318,0.21098592866010624,0.20674485700262324
133,1.0485264745501386,0.02683107877765556,0.2065959059737108,0.2035262046109454
134,1.0485264745501386,0.02683107877765556,0.2065959059737108,0.2035262046109454
135,0.4745146140085067,0.026813186523084398,0.20665970864803762,0.20351527800828884
136,0.24032042639833318,0.026778621231413835,0.2067939378327075,0.20353282601061462
137,0.17692112880511135,0.02664545292367182,0.20688979278380115,0.20350830873815562
138,0.31148281751320084,0.02667444538154884,0.20671011164108433,0.20347794546692322
139,0.5685273681783378,0.026604146269483042,0.20668487607327513,0.2034789986828166
140,0.9131938697931676,0.026758904704647146,0.20535781443882362,0.20271225762344502
141,0.2406381383962486,0.026991984014390957,0.20356567450131757,0.2016895336814285
142,0.24461268915619694,0.027183481358696415,0.20319815101792427,0.20171405726265867
143,0.10625351666192806,0.02722645150335723,0.20298580185547943,0.20171755955485993
144,0.11407768430499432,0.02768888822449922,0.20273470612875588,0.20170856985730068
145,0.26205860904621325,0.027733920565730763,0.20394684462473178,0.20223169492753956
146,0.6228632034878473,0.027740719095167177,0.2060146057182256,0.20357432550721388
147,0.6230411302981168,0.027559695895538194,0.21280573820973114,0.20832273804902013
148,0.4411256292840775,0.026856018387661607,0.21755861540525556,0.21209521131465203
149,0.5772970025687552,0.026531797395076384,0.21754160039462556,0.21173971865819607
150,0.6922568016543761,0.026544907540785978,0.21673979132423749,0.21101611010702015
151,0.7828243980842523,0.02750904187214276,0.21209108913302777,0.20814245149080024
152,0.8114688764497188,0.028946218639506416,0.20217503961406436,0.20279938939945752
153,0.8632193390959864,0.028741154610755548,0.20960708061774136,0.20681746942263257
154,0.8725929084676219,0.028029555671721607,0.21517558319532792,0.2103904675311279
155,0.17698360653641187,0.026435505553137006,0.21267755586400194,0.20803147481321438
156,0.31132199241450054,0.026434096383243566,0.2127042567709444,0.2080828895762743
157,0.5683830570985597,0.026423941927753547,0.21253613986320652,0.207981987786504
158,0.5323725539280636,0.026589485426405046,0.21191733899534015,0.2078385945817105
