sample_idx,Layer_1,Layer_2,Layer_3,Layer_4
0,0.12412992685536983,0.023510633464791986,0.2447270606006351,0.23710998097659508
1,0.38320554440863686,0.02334372368209159,0.24480711381700349,0.23733547526869447
2,0.4001120243715818,0.025642262865203214,0.2418739387426545,0.23676024021630548
3,0.2893217722034127,0.027152180737069154,0.24077102315090715,0.23558491473599585
4,0.21836802813156242,0.027009035606357146,0.2419582650032409,0.2366862503798398
5,0.20280443940878412,0.02680818800442264,0.2419729001472931,0.2363874055371088
6,0.2634472803420975,0.02641739213724903,0.24124130693263468,0.23639520129362968
7,0.22765438148177863,0.02659618389064744,0.23796126897372682,0.23394323083119817
8,0.07473957866237624,0.026454611005142237,0.23844856336264753,0.23352089609999382
9,0.5427356695315904,0.02505746734187797,0.2413629911036399,0.2356456859893572
10,0.8871317536785435,0.025841967551321177,0.2398386310343913,0.235148777916509
11,0.9432898650726393,0.02699834229286624,0.2381577704230795,0.2343567982290704
12,0.8629573082399483,0.028383560731568003,0.23603155017480015,0.23281446256293037
13,0.9268080190581643,0.0277556040838558,0.23817805898969246,0.23399796653399552
14,0.7264587776747399,0.026835787900310826,0.24029749086314545,0.23547452310681083
15,0.5774207855662132,0.026234974441140646,0.23904494402667975,0.23459547819618587
16,0.6595237583913398,0.026509488334520825,0.2370968982765136,0.23321615658083783
17,0.12796622826600945,0.02681908479484718,0.23611610953703577,0.2325895860795547
18,0.025290723102559975,0.026805628426123218,0.23799398671504501,0.2344373484441613
19,0.04000985193981721,0.027291028573132037,0.23767716526863158,0.2344130100644174
20,0.08273912040435016,0.026683052540134367,0.2393644315077862,0.23584603261986492
21,0.38887377170022097,0.027243602464237404,0.23950017929817535,0.2357687478867101
22,0.8103862199866234,0.02606033374518124,0.24130256711624065,0.23679971189736626
23,0.939561578097506,0.026173019198602376,0.241342724388254,0.2365285239788848
24,0.7837738019217589,0.024779360032908593,0.24265217910773018,0.23700675541858474
25,0.5641170564183184,0.025086269753086365,0.2418988477062034,0.23666688795043833
26,0.6127862654247437,0.024919570002802982,0.24118646131691035,0.236206906397202
27,0.6295964783926592,0.02556554661969801,0.24104210967675332,0.23625614775727588
28,0.6753255398276635,0.025520776995050842,0.24121032308771717,0.23635127726130234
29,0.7977127274774853,0.025909984135012776,0.24038202289809008,0.23634360380429076
30,0.3317715702394277,0.026141940427727217,0.23801659065362757,0.23446941244264186
31,0.047923489834958644,0.025401225589376186,0.23991485169207294,0.23577781886909377
32,0.1893685070251342,0.026940077610998037,0.23907432475668955,0.2359422432663233
33,0.5196331520525241,0.027867968753621408,0.23828453886733414,0.23508632079537217
34,0.7919997379452919,0.026712093890054356,0.2412708771612092,0.23662432844723869
35,0.4639309869267375,0.025499614757304778,0.24272018972122666,0.23708019623832732
36,0.15360030466182262,0.024475746551648747,0.2428079488723095,0.2369555522911817
37,0.6473263004033343,0.02497956394664924,0.2413794293948308,0.23663204425025408
38,0.6663417508163807,0.025850630438669975,0.23893333494284186,0.23508696726193212
39,0.1833802833949193,0.026452030204150767,0.2384681790249208,0.23548850806268884
40,0.03931530319335075,0.0272339645542532,0.2382466568838859,0.23573306404680083
41,0.045742919410246996,0.02756110986617677,0.23786310934944666,0.23584806576234119
42,0.08355430769338601,0.025964598119660787,0.239818828107496,0.23644996625530723
43,0.30146879562133955,0.02734603137835201,0.2391509397593783,0.23643162080183622
44,0.6738598802566544,0.02604363013123079,0.24117461081008817,0.23665475417513304
45,0.8623345505478451,0.02573938796147035,0.24306819565425353,0.23712908932068533
46,0.9596485965146828,0.024175317744190017,0.24395367780748112,0.23671636628315906
47,0.7755465849973763,0.026459845836813156,0.24257846870673583,0.2367066587875588
48,0.5851622194348152,0.027778276784724443,0.23972230953274365,0.23522835907121298
49,0.4519836730357334,0.027520629532017393,0.2417374809682049,0.2369490202756137
50,0.32893597290488363,0.02647209735582301,0.24255329967954775,0.23680270062129072
51,0.2809934519567011,0.024641193260715788,0.24284859375954648,0.23689580990277792
52,0.455573457598072,0.025867983838290365,0.2411814563722786,0.23650151574012745
53,0.3071745127995068,0.02692831610619817,0.23998257504273046,0.23533049476954648
54,0.3189211997156176,0.025980356340005173,0.24251824511294406,0.23720479527337723
55,0.6902821120391397,0.026231545452411797,0.24169612799246454,0.23689444712225738
56,0.8776921621157341,0.025696427021154045,0.24157176909808276,0.23673690341648157
57,0.8662915242203713,0.02578396735410815,0.24148515907242074,0.23698505216394072
58,0.9029687576806126,0.026807543203658746,0.24023452789220223,0.23621481743937622
59,0.777968702758023,0.02634485994075897,0.24138577667620886,0.23656892768977933
60,0.9007134713654248,0.025688245694775236,0.24205076538389647,0.2366514182648286
61,0.9061845337218853,0.026166049812757608,0.24121960237620188,0.23673705181644045
62,0.8042838311405263,0.027089159002710583,0.24076311437754816,0.23619548419928083
63,0.8876308967267187,0.02684939105150419,0.2411136581814165,0.23646348086307079
64,0.8133761102629109,0.026156611990206247,0.24168654903953002,0.23700616986383294
65,0.8829896370239856,0.027362605110104243,0.2407524235014944,0.23644791903652163
66,0.6690458187109476,0.026398276613814775,0.24129408517725093,0.2364107303817512
67,0.5385334746817623,0.026722788385818763,0.24143093187077214,0.23700533451683647
68,0.806447229040028,0.02694771948134922,0.2410446923184043,0.2365012551786393
69,0.44999799079568725,0.025538326289820557,0.2422075809772768,0.23709864657108182
70,0.2999434304643368,0.02509337102163145,0.24160102488800383,0.23654530069216595
71,0.2592688585825129,0.02539307826608761,0.24219216527946452,0.23658113854919538
72,0.4345756822063561,0.02610320035535163,0.2421833645843311,0.23658174095217044
73,0.33329174946573226,0.025915698445900803,0.24188071054354743,0.2363933783895611
74,0.3166382784640014,0.027273030359529993,0.23992899916040078,0.23608794961206359
75,0.5666292095296943,0.028208663115632415,0.23673092440704024,0.23360587133533428
76,0.8209918943102461,0.02721325816514797,0.2393415682321166,0.23550756157652408
77,0.8807489047116283,0.026053593593545976,0.24066556595727306,0.2361082641250235
78,0.6859911807539651,0.025764734324680183,0.2405142739514563,0.23619893363147937
79,0.401355824693468,0.025706603596484356,0.24047990249996398,0.23524079965300737
80,0.18115520639362626,0.0262057612833122,0.24057267511423908,0.23537638789180348
81,0.26159872263220385,0.026427782639719566,0.23956503956439368,0.2346512501831819
82,0.48804079517535903,0.025976049348994,0.2395854817528612,0.23477435932439594
83,0.7074415084598624,0.026240253265615632,0.23859095543751274,0.2349347407621829
84,0.24883682774541072,0.027603581333398353,0.2364285799553586,0.2339793786524722
85,0.09076486933617123,0.028099096679397362,0.23624024695660828,0.23367736777233616
86,0.0963297045949848,0.02728356968474077,0.23915072068610732,0.23585959383536126
87,0.2650326614789509,0.028224004706118633,0.23726246303480847,0.23471574921488458
88,0.37868462929959557,0.028754725107021595,0.23861068477690184,0.23567456332797143
89,0.2996346653141486,0.028740292467735018,0.23927115083238393,0.2363717186588875
90,0.0741326264447596,0.027714944308381617,0.23914495367152344,0.23595670416602277
91,0.36569839708301,0.025863698573900806,0.2413635118889479,0.23697371253531574
92,0.7633569774141252,0.026387347780533643,0.241009524666432,0.23703811810666764
93,0.7538043274570464,0.02552345417300761,0.2416862940841471,0.23692323959497774
94,0.07925509836973121,0.024136620938825182,0.24323737750735164,0.23734291515117378
95,0.07820375044728156,0.02343383395405141,0.24335276411496265,0.23728272292482622
96,0.2773099066338882,0.023520902673865973,0.24238952428080673,0.2369749093801874
97,0.2413826080935496,0.024053044176619243,0.24154039400641858,0.2365106385253718
98,0.6582147444581756,0.024014735541664,0.24188375204145696,0.23671541751259684
99,0.6968258624511694,0.024674435449073218,0.2414706407946292,0.2366625287741343
100,0.9045946911540426,0.0246226278148296,0.2421239243434523,0.23704294694489203
101,0.9031463369420439,0.02497718960691242,0.2421603614012917,0.23716873557990026
102,0.447483077479787,0.025354278583642365,0.24101839113714008,0.23693495914710117
103,0.27212684304885026,0.025337815937998553,0.2405386548691616,0.23634675292687868
104,0.16910242480442517,0.024825754013514834,0.24096889983484016,0.23700689287207288
105,0.18008242135026153,0.02548693271775515,0.2405542945932847,0.23659452096787137
106,0.17424397739494735,0.024648135112993574,0.24168550079055884,0.23704111666593952
107,0.09314291692275001,0.02440310692916403,0.24198131342796925,0.23706466505766421
108,0.037873760677926804,0.024241925625898775,0.24194256248155532,0.23738607728932748
109,0.04138087848090599,0.02479480495646358,0.24174637174184077,0.23725397858979125
110,0.03939128394562719,0.023969160637055564,0.24187593286172482,0.23714162933100602
111,0.07334791543077879,0.02459122905306943,0.24125179544371123,0.2370622116470844
112,0.15050247015185536,0.025173838626003642,0.24052760991768318,0.23667702027125181
113,0.17921241336387495,0.024325027298990554,0.24144981376392405,0.23691359107002086
114,0.3652994356408795,0.0240661674153948,0.24188720149740794,0.23684233242847053
115,0.5802283189232421,0.02393140666819904,0.24281347729817848,0.23708294403170949
116,0.7565954159259002,0.023609980157747623,0.24344349634948537,0.23710932059138057
117,0.8837084539015339,0.02337044430645785,0.24418902483426963,0.2371964333449459
118,0.8680557972777593,0.022888743337683204,0.24450856105520258,0.23717034922113478
119,0.611981205617188,0.02412753747493357,0.24250415331140984,0.2370390147935798
120,0.3466555294727227,0.025415999191322647,0.2412654346142159,0.23678930600762393
121,0.1791652569950164,0.02453471970789478,0.24251290346114873,0.2368721217765578
122,0.071535003374538,0.02243745961177801,0.24471332632089826,0.2373521164385577
123,0.32309963543635767,0.022897434461230826,0.24411195465917468,0.2374214524273256
124,0.7236389497957247,0.022753912557635037,0.24271979251070197,0.23719942930174032
125,0.9147243505924569,0.022567715163175017,0.24266437729262746,0.23706456962378541
126,0.7713441594178156,0.02328266618348085,0.24227677678257364,0.23729958894241154
127,0.4855856676386213,0.02370897755652157,0.24234645057760984,0.2371206294626379
128,0.2024656783276576,0.021809578303716437,0.24484438403782605,0.2373405142102717
129,0.1627028694013929,0.02099054243161358,0.24564968521587704,0.23748521607795303
130,0.2709969356038592,0.021962196035926418,0.2441295816147585,0.2376127070859464
131,0.3023487899695678,0.023080255951788975,0.24300821196087585,0.237300269170566
132,0.14040781975468686,0.022284629692316593,0.24376789679046618,0.23741454362720038
133,0.22456416658594647,0.02253769433007502,0.24346015233403429,0.2373413240406499
134,0.1575589096018296,0.023097540322118415,0.24281753876437784,0.23716964738231205
135,0.16943381834315763,0.023420186130077014,0.24252734670591458,0.237099607980088
136,0.08640214036345317,0.023591797701514206,0.24240352573388546,0.2369855810994247
137,0.08675672003175283,0.02320783706834395,0.2427457546404317,0.23717933013258985
138,0.7379511106832656,0.023103445121261612,0.2427920351107754,0.23721273874129223
139,0.8994830751510224,0.023518125049596827,0.24191091334944614,0.23696072669849166
140,0.5870837960600361,0.02341984868153124,0.24231418052182885,0.23711966174228394
141,0.2696951747455577,0.02291291997272915,0.24238313788924282,0.23718497777565606
142,0.2690456327788229,0.024035069798519992,0.2413492120718813,0.2369201080567339
143,0.569273696873476,0.024472737143358625,0.24130343278405286,0.23667545843259985
144,0.6740007271956703,0.02397591335067839,0.2419132158107633,0.23675361753716595
145,0.8186492773800619,0.024780170316144212,0.24148198530035458,0.2366985789022874
146,0.7588301506571336,0.025905365060595598,0.24031498792748562,0.23617478917798562
147,0.7830089600397762,0.02583075148303282,0.24086445769648457,0.23727431549838873
148,0.7721384864965183,0.025945143435137652,0.24038902480776825,0.23657111631853722
149,0.3282252712363778,0.02340917944218357,0.24245170023133644,0.23730792881981977
150,0.16503512625091143,0.023195053564402435,0.24206884860533595,0.23694518624256022
151,0.041306655696077055,0.02473460209723599,0.24043391967134498,0.2367149573036178
152,0.0400347300720284,0.02641309760266819,0.23893508052138157,0.23617198725698774
153,0.1953655575763792,0.02710798723651875,0.2387564764767165,0.23610352755272135
154,0.5401601237606852,0.024820428619434454,0.24154689947093255,0.23695233480550293
155,0.7710299385674226,0.02418637791149325,0.24257348972920822,0.23707887336145106
156,0.7214507310751377,0.023272363119592243,0.24234744451237455,0.2367388588202748
157,0.7702245952805312,0.023623289396448754,0.24249409831800162,0.23678706634955837
158,0.8015759324299402,0.023946621291316417,0.24231224120421924,0.23719017698769496
159,0.7269385469954126,0.023601483032028248,0.24265272165003982,0.23727825857454032
160,0.3522525215752592,0.02233023361742159,0.24426038762207658,0.23744238232419312
161,0.5006730568705822,0.021552863386907206,0.24446987242620088,0.23721862133716742
162,0.40475851839970234,0.021525646666793352,0.24458793239766474,0.23727143130121686
163,0.17038704608660848,0.02254235574341079,0.24411884566794662,0.2373815899547006
164,0.09689968951961836,0.02217794524592065,0.24500961068489024,0.23743415913567267
165,0.12417566696056503,0.020838943750052352,0.24670384862324668,0.2374530514030272
166,0.3397987448498384,0.022054163363039225,0.24472100291043208,0.23733934858889139
167,0.7075358340589868,0.024343381159038002,0.2414793253505656,0.23690275740273292
168,0.7980391570690312,0.025106307542950956,0.24057580094809694,0.23664803078374952
169,0.4345341208350275,0.024566226927292822,0.24170523238244856,0.23711827498429627
170,0.8986216939743603,0.024322388265526795,0.24207261990074758,0.23712386891726722
171,0.6468288294066193,0.024681216843977394,0.24214031376346112,0.2370454396089574
172,0.18595495947411167,0.02373373261264,0.24375858151572638,0.23716483152989143
173,0.09417509060294715,0.023009912574515234,0.24465914763879504,0.2375328850412025
174,0.20711727787544787,0.022616527636159622,0.24421413674643888,0.23737594247971194
175,0.4016771622460742,0.02324034772164063,0.2433446948818634,0.23741789263200708
176,0.5460449661053638,0.02425860352302922,0.24172459375797617,0.23692452605325198
177,0.5909760790017338,0.024236472422077604,0.24153805079366664,0.2366919006428546
178,0.7959676067646907,0.023829611831162945,0.24204291375829656,0.2370842950194939
179,0.4799062639172734,0.02472685002831243,0.24036437081013307,0.23648241109479895
180,0.1445730101708309,0.023728128198500564,0.24115865793332025,0.23688020488732864
181,0.09142121280662241,0.024311991719551007,0.24046972864560856,0.23673619871638818
182,0.36139655975125073,0.023940678259982584,0.24112249737417624,0.23652652642707028
183,0.8684936752665995,0.024422609598920397,0.24189037891665333,0.23685326981555477
184,0.7430256572777338,0.02432410974752397,0.24313642229009524,0.23728113667314443
185,0.19383191713754788,0.02404814450002324,0.24396761321500038,0.23735261131291618
186,0.21736206141136394,0.022034047441385596,0.2448266079781487,0.2375380437290161
187,0.2716138553814361,0.02406723851994641,0.2424440981749021,0.2372028054061308
188,0.13890146561052774,0.024757779888488818,0.2408216694057399,0.23601058488460203
189,0.019405217797357155,0.023174827411151955,0.2437331523497661,0.23714805424349705
190,0.0060944062225968265,0.023628464759817946,0.2435021191626534,0.23706907266763733
191,0.10039342072692481,0.023715791294419586,0.24311095923643122,0.2366681717139738
192,0.25127907951540496,0.023934236839058043,0.242879806441212,0.2370100582712784
193,0.489810165412897,0.024396456081212436,0.24128857982277563,0.23606330151067212
194,0.5818855752148063,0.0246770577175216,0.2404191439676593,0.23586682666914627
195,0.713404179798686,0.025614949281744792,0.2379578702179721,0.23393000087184734
196,0.7136334736594157,0.02547309940979825,0.23900632953643497,0.23453139372321974
197,0.8560367277065013,0.025122187694255227,0.2400505807287734,0.23550062119438064
198,0.8183436625155234,0.02474571775872758,0.24032686607074416,0.23572756082396618
199,0.48734079402389807,0.02483068203741523,0.23975118666535078,0.23545169467420268
200,0.7341963812306772,0.02489000434540445,0.23957678526929904,0.23498222829101556
201,0.48560492691924706,0.024657914351684407,0.2403820058460403,0.23531481258067322
202,0.15877592547975794,0.02454467737017918,0.24177267139810577,0.235959004437981
203,0.2242659440702175,0.024551953123535197,0.2426170316959826,0.2356759617212998
204,0.11151160830331552,0.02352571208781362,0.24555322678044234,0.23566814753472132
205,0.029296209971596765,0.02438895879740799,0.24781683483339811,0.23597256312075576
206,0.06635858479924417,0.02489198094353917,0.24626515948675887,0.23333159400429204
207,0.28497498225130913,0.02262642717432517,0.2403353169072049,0.2291100225814
208,0.558953763770033,0.02543537625117076,0.2297316388370937,0.2236499154781969
209,0.7388269246813632,0.03003098411092764,0.198653190524001,0.20660567538838392
210,0.8521055017884277,0.03127935754542999,0.1993958614038659,0.20795306025972804
211,0.8785975247379886,0.030915437895710052,0.19894673763661896,0.20294554192039482
