sample_idx,Layer_1,Layer_2,Layer_3,Layer_4
0,0.15217721611446977,0.033471436026466406,0.10882997228737612,0.12242845452013595
1,0.1903339502800071,0.033646870537129,0.1080663604263884,0.12232045760721588
2,0.23547195677809185,0.033724580767711565,0.1132499068563777,0.1268687649268596
3,0.24292711542166745,0.03344024212889296,0.11014823319317857,0.12148249429785107
4,0.09090611937808557,0.033197446685919174,0.105519408026156,0.11408783960759927
5,0.079093514787143,0.033429473793643805,0.10881748988394258,0.11863916851754208
6,0.037416367408980356,0.033655503116752805,0.10738643516107582,0.11564166121669994
7,0.0344176780802784,0.03397001251532361,0.10902866507406339,0.11809561743885477
8,0.030910307057570807,0.03416767950956845,0.11773363319878039,0.1271262463310211
9,0.09810130432740305,0.035101571267238785,0.1367253612400161,0.14637411461697647
10,0.12091162043304748,0.035355282991831216,0.119985138764936,0.12749946879923313
11,0.2862207315843086,0.034778107964146376,0.13979633301197847,0.1507284808725885
12,0.5696493179821747,0.03426479812271521,0.1548292010686766,0.16682534023389428
13,0.4870478390464499,0.03405745812696781,0.142470592332833,0.149563218980597
14,0.3582925015764957,0.03254345237142897,0.14797358577800768,0.1578402202917667
15,0.2096597123213868,0.034148465387565996,0.1494732718685977,0.15631361817016154
16,0.11058339712138376,0.035245904562849595,0.15092460184587964,0.15828868161902743
17,0.2188505669537134,0.036967054548576406,0.14210570409961054,0.14618636755076042
18,0.36665555674055506,0.03490746648797838,0.15016517454845846,0.1610330483382023
19,0.47324411247574605,0.03338669089260604,0.15615859572232638,0.16646667168825247
20,0.1962085389542375,0.03319492518224676,0.14863963874035513,0.1564363453671601
21,0.49482901720298,0.03316812237132438,0.15445265354770654,0.16144281981557596
22,0.34008185619919873,0.03337343982954344,0.15598944778728863,0.16046257829828292
23,0.24771560785780256,0.03364653386621663,0.15064888138281984,0.15625689634820095
24,0.3686117684406607,0.03321585787360881,0.1515540416067751,0.1574592096813171
25,0.7374920718665814,0.033353470673976426,0.1509538045450729,0.15577199562096233
26,0.9134363705930184,0.03323366434834263,0.15166518918337912,0.15700042774961231
27,0.9455169141385898,0.032815721490713545,0.15792386857260476,0.16166451563193085
